% Magnetic field model coefficients
% nmax:  15
% epoch: 2009.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    1    -1            4975.7748             -31.1259               0.0000
    1     0          -29507.4022              11.2815               0.0000
    1     1           -1602.2894              15.8047               0.0000
    2    -2            -561.9536             -13.6293               0.0000
    2    -1           -2683.8106             -24.4623               0.0000
    2     0           -2385.0727             -11.1473               0.0000
    2     1            3029.3809              -3.2963               0.0000
    2     2            1666.1680               1.9910               0.0000
    3    -3            -534.1767              -2.6380               0.0000
    3    -2             254.3259              -2.6062               0.0000
    3    -1            -169.9527               9.5563               0.0000
    3     0            1338.4373               1.1614               0.0000
    3     1           -2322.4808              -4.0632               0.0000
    3     2            1234.2189              -2.1539               0.0000
    3     3             643.1018              -9.2291               0.0000
    4    -4            -308.1604              -1.5019               0.0000
    4    -3             160.6626               3.7824               0.0000
    4    -2            -214.4561               3.3628               0.0000
    4    -1             286.5634              -0.0305               0.0000
    4     0             913.9027              -1.4110               0.0000
    4     1             807.2413               1.7635               0.0000
    4     2             175.5474              -8.9372               0.0000
    4     3            -361.6072               4.7578               0.0000
    4     4              92.2841              -2.8281               0.0000
    5    -5             101.5897              -0.5673               0.0000
    5    -4              -3.4539               3.4852               0.0000
    5    -3            -118.9541               0.8450               0.0000
    5    -2             187.4611               1.5409               0.0000
    5    -1              44.0982               0.5698               0.0000
    5     0            -230.4339              -0.5604               0.0000
    5     1             356.6881               0.5923               0.0000
    5     2             201.9052              -1.6388               0.0000
    5     3            -140.7127              -0.3836               0.0000
    5     4            -164.4612               1.2462               0.0000
    5     5              -9.1146               1.1444               0.0000
    6    -6              54.3532               1.0058               0.0000
    6    -5               2.3577               0.6639               0.0000
    6    -4             -65.8241              -0.4201               0.0000
    6    -3              62.0076              -0.4772               0.0000
    6    -2              46.4045              -2.2477               0.0000
    6    -1             -20.7867              -0.0919               0.0000
    6     0              73.1138              -0.3790               0.0000
    6     1              68.8414              -0.2236               0.0000
    6     2              76.3713              -0.4191               0.0000
    6     3            -143.4541               2.0611               0.0000
    6     4             -21.3746              -1.4516               0.0000
    6     5              13.1822              -0.0937               0.0000
    6     6             -79.5328               1.4845               0.0000
    7    -7              -3.7032               0.4209               0.0000
    7    -6             -27.4242              -0.2142               0.0000
    7    -5               7.7383              -0.7169               0.0000
    7    -4              25.0969              -0.1439               0.0000
    7    -3               6.7046              -0.1756               0.0000
    7    -2             -21.4931               0.3238               0.0000
    7    -1             -58.5091               0.6982               0.0000
    7     0              80.2683               0.1911               0.0000
    7     1             -74.8466              -0.1634               0.0000
    7     2              -4.0999              -0.4904               0.0000
    7     3              43.8630               1.4180               0.0000
    7     4              13.8217               0.1585               0.0000
    7     5              10.3533               0.0997               0.0000
    7     6               2.5051              -0.8490               0.0000
    7     7               4.5058               0.3851               0.0000
    8    -8               1.2758               0.3890               0.0000
    8    -7             -11.1252               0.3944               0.0000
    8    -6               7.1602              -0.1846               0.0000
    8    -5              16.6554               0.0424               0.0000
    8    -4             -17.8886               0.5152               0.0000
    8    -3              11.4208               0.4440               0.0000
    8    -2             -20.2590               0.2459               0.0000
    8    -1              10.9353              -0.0515               0.0000
    8     0              24.4978              -0.1286               0.0000
    8     1               8.0750               0.0835               0.0000
    8     2             -13.9276              -0.5848               0.0000
    8     3              -5.9613               0.3647               0.0000
    8     4             -19.0254              -0.3233               0.0000
    8     5              11.3232               0.2884               0.0000
    8     6              10.6075               0.2381               0.0000
    8     7             -13.6020              -0.4659               0.0000
    8     8              -3.8702               0.3082               0.0000
    9    -9               6.8147               0.1924               0.0000
    9    -8              -6.4644               0.3960               0.0000
    9    -7               2.3083              -0.1758               0.0000
    9    -6               7.9833               0.0035               0.0000
    9    -5              -7.5481               0.1703               0.0000
    9    -4              -7.0946              -0.0675               0.0000
    9    -3              12.7849              -0.0189               0.0000
    9    -2              11.7375              -0.2113               0.0000
    9    -1             -20.3873              -0.1662               0.0000
    9     0               5.5356              -0.0456               0.0000
    9     1               9.5587              -0.1095               0.0000
    9     2               3.5111              -0.1021               0.0000
    9     3              -5.6190               0.3643               0.0000
    9     4               3.5566              -0.4568               0.0000
    9     5             -12.1102              -0.2642               0.0000
    9     6              -0.8754               0.1330               0.0000
    9     7               8.4798              -0.0540               0.0000
    9     8              -8.1491              -0.2497               0.0000
    9     9              -9.9246              -0.1177               0.0000
   10   -10              -8.2416              -0.0770               0.0000
   10    -9              -2.0629               0.1005               0.0000
   10    -8              -1.7641              -0.2145               0.0000
   10    -7              -3.8579              -0.0808               0.0000
   10    -6              -0.9922               0.0364               0.0000
   10    -5              -7.0906              -0.1416               0.0000
   10    -4               4.5138              -0.0506               0.0000
   10    -3               4.6979               0.0268               0.0000
   10    -2              -0.0534              -0.0503               0.0000
   10    -1               2.6598               0.0965               0.0000
   10     0              -2.0015               0.0407               0.0000
   10     1              -6.2153              -0.0401               0.0000
   10     2               1.0108              -0.1285               0.0000
   10     3              -1.3501               0.3063               0.0000
   10     4              -0.1458              -0.0469               0.0000
   10     5               2.5753              -0.1034               0.0000
   10     6              -0.2355              -0.0954               0.0000
   10     7               2.1422               0.0008               0.0000
   10     8               3.2277              -0.1249               0.0000
   10     9              -0.8664              -0.1434               0.0000
   10    10              -2.6655              -0.1406               0.0000
   11   -11              -1.7719              -0.0868               0.0000
   11   -10              -1.9109              -0.0353               0.0000
   11    -9              -1.9975              -0.0998               0.0000
   11    -8              -1.2339              -0.0387               0.0000
   11    -7              -2.5688               0.0484               0.0000
   11    -6              -0.4182               0.0322               0.0000
   11    -5               0.8609              -0.0246               0.0000
   11    -4              -1.8719               0.1108               0.0000
   11    -3              -0.6612               0.0134               0.0000
   11    -2               1.6524               0.0725               0.0000
   11    -1               0.1819              -0.0531               0.0000
   11     0               3.0001               0.0205               0.0000
   11     1              -1.5179               0.0237               0.0000
   11     2              -2.0070              -0.0317               0.0000
   11     3               1.6003               0.0876               0.0000
   11     4              -0.4640              -0.0373               0.0000
   11     5               0.4885               0.0407               0.0000
   11     6              -0.7893               0.0281               0.0000
   11     7               0.4054              -0.0121               0.0000
   11     8               1.8042              -0.0174               0.0000
   11     9               0.1610              -0.0428               0.0000
   11    10               0.8013              -0.0605               0.0000
   11    11               3.8331              -0.0903               0.0000
   12   -12               0.8609              -0.0105               0.0000
   12   -11              -0.2497               0.0081               0.0000
   12   -10              -0.8627              -0.0033               0.0000
   12    -9               0.2695              -0.0072               0.0000
   12    -8               0.0945               0.0379               0.0000
   12    -7              -0.0129              -0.0105               0.0000
   12    -6               0.5524               0.0424               0.0000
   12    -5               0.5175              -0.0253               0.0000
   12    -4              -2.5357               0.0417               0.0000
   12    -3               2.1782              -0.0438               0.0000
   12    -2               0.2686               0.0440               0.0000
   12    -1              -0.7929              -0.0771               0.0000
   12     0              -2.1741               0.0118               0.0000
   12     1              -0.2370               0.0142               0.0000
   12     2               0.2913               0.0137               0.0000
   12     3               1.0121               0.0508               0.0000
   12     4              -0.5720              -0.0618               0.0000
   12     5               0.9549              -0.0073               0.0000
   12     6              -0.1495               0.0429               0.0000
   12     7               0.5113               0.0071               0.0000
   12     8              -0.4028              -0.0009               0.0000
   12     9              -0.3623              -0.0093               0.0000
   12    10               0.1794               0.0185               0.0000
   12    11              -0.7216              -0.0527               0.0000
   12    12               0.0312              -0.0014               0.0000
   13   -13              -0.8067               0.0138               0.0000
   13   -12              -0.5458               0.0034               0.0000
   13   -11              -0.2407              -0.0067               0.0000
   13   -10               0.4290               0.0102               0.0000
   13    -9               0.4868              -0.0030               0.0000
   13    -8               0.1335              -0.0298               0.0000
   13    -7               0.5412              -0.0177               0.0000
   13    -6              -0.0583              -0.0169               0.0000
   13    -5              -1.1370              -0.0269               0.0000
   13    -4              -0.6049              -0.0012               0.0000
   13    -3               1.6866              -0.0174               0.0000
   13    -2               0.3453               0.0131               0.0000
   13    -1              -0.8078              -0.0375               0.0000
   13     0              -0.1457               0.0301               0.0000
   13     1              -0.9010              -0.0074               0.0000
   13     2               0.3085               0.0101               0.0000
   13     3               0.4119               0.0418               0.0000
   13     4              -0.4344               0.0074               0.0000
   13     5               1.0868              -0.0166               0.0000
   13     6              -0.3118               0.0141               0.0000
   13     7               0.7834               0.0021               0.0000
   13     8              -0.1871               0.0189               0.0000
   13     9               0.3608               0.0117               0.0000
   13    10               0.0072               0.0062               0.0000
   13    11               0.4170               0.0051               0.0000
   13    12              -0.2230              -0.0297               0.0000
   13    13              -0.2393              -0.0191               0.0000
   14   -14              -0.3864              -0.0024               0.0000
   14   -13              -0.2540              -0.0091               0.0000
