% Magnetic field model coefficients
% nmax:  15
% epoch: 2013.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    6     4             -26.5874              -1.2311               0.0558
    6     5              12.4443               0.2675               0.1212
    6     6             -73.7809               1.4122               0.0420
    7    -7              -1.7921              -0.1171              -0.1997
    7    -6             -27.4422              -0.0369               0.0346
    7    -5               5.0202              -0.8367              -0.0459
    7    -4              24.8766              -0.2024              -0.0200
    7    -3               6.0113              -0.2082               0.0012
    7    -2             -20.3278               0.4093               0.0199
    7    -1             -55.5484               0.7177              -0.0111
    7     0              80.8811               0.2251               0.0010
    7     1             -75.9713              -0.0693               0.0362
    7     2              -5.7965              -0.4660              -0.0134
    7     3              49.1862               1.3540              -0.0162
    7     4              14.6767               0.1890               0.0196
    7     5              10.6445              -0.5042              -0.2040
    7     6              -1.0927              -0.8655               0.0106
    7     7               6.3316               0.2077              -0.0426
    8    -8               1.8286               0.2167              -0.0419
    8    -7              -9.7341               0.3177              -0.0252
    8    -6               6.0324              -0.2025               0.0180
    8    -5              16.5043              -0.1163              -0.0462
    8    -4             -15.7004               0.5515               0.0118
    8    -3              12.7654               0.2658              -0.0551
    8    -2             -19.1484               0.4094               0.0466
    8    -1              10.5601              -0.1989              -0.0448
    8     0              24.3459              -0.2602              -0.0413
    8     1               8.7413               0.0528              -0.0063
    8     2             -15.7656              -0.5415               0.0151
    8     3              -4.0359               0.3989              -0.0026
    8     4             -20.1763              -0.2591               0.0410
    8     5              12.6372               0.3484               0.0121
    8     6              11.3792               0.1825              -0.0155
    8     7             -15.2355              -0.3732               0.0175
    8     8              -2.4290               0.2310              -0.0468
    9    -9               7.7746               0.3106               0.0399
    9    -8              -4.8936               0.4856               0.0266
    9    -7               1.4378              -0.2085              -0.0105
    9    -6               7.8247              -0.0221              -0.0083
    9    -5              -7.1040               0.1292              -0.0082
    9    -4              -7.0545               0.0983               0.0512
    9    -3              12.5015              -0.3129              -0.0963
    9    -2              11.0719              -0.1448               0.0149
    9    -1             -21.0968              -0.3077              -0.0415
    9     0               5.4316              -0.0479               0.0024
    9     1               8.6639               0.0618               0.0595
    9     2               2.7909               0.1185               0.0736
    9     3              -4.1800               0.4827               0.0318
    9     4               1.4924              -0.4213               0.0144
    9     5             -13.0506              -0.1437               0.0420
    9     6              -0.4664               0.1809               0.0180
    9     7               8.4032               0.1060               0.0525
    9     8              -8.7839              -0.1709               0.0209
    9     9             -10.3400              -0.1061               0.0052
   10   -10              -8.6512              -0.0305               0.0146
   10    -9              -1.5639               0.1968               0.0316
   10    -8              -2.5943              -0.1260               0.0265
   10    -7              -4.1595              -0.0026               0.0282
   10    -6              -0.7595               0.0803               0.0103
   10    -5              -7.6868              -0.1124               0.0113
   10    -4               4.1929               0.0826               0.0436
   10    -3               4.5808              -0.0116              -0.0111
   10    -2              -0.3714              -0.0126               0.0134
   10    -1               3.0525               0.1097               0.0050
   10     0              -1.8669              -0.0674              -0.0346
   10     1              -6.0350              -0.1440              -0.0284
   10     2               0.6535              -0.2173              -0.0287
   10     3               0.0607               0.2586              -0.0195
   10     4              -0.4270              -0.0753              -0.0041
   10     5               1.9049              -0.0778               0.0095
   10     6              -0.5564              -0.0655               0.0120
   10     7               2.1501              -0.0258              -0.0042
   10     8               2.6272              -0.1525              -0.0083
   10     9              -1.4959              -0.1670              -0.0089
   10    10              -3.1994              -0.2062              -0.0219
   11   -11              -2.2198              -0.0627               0.0062
   11   -10              -2.0076              -0.0093               0.0091
   11    -9              -2.3584              -0.1015              -0.0012
   11    -8              -1.3363              -0.0545              -0.0058
   11    -7              -2.3207               0.0909               0.0129
   11    -6              -0.1797              -0.0017              -0.0109
   11    -5               0.8083              -0.0271               0.0026
   11    -4              -1.2483               0.0919              -0.0062
   11    -3              -0.4721              -0.0679              -0.0252
   11    -2               2.2080              -0.0517              -0.0412
   11    -1               0.3222              -0.2379              -0.0630
   11     0               3.0529               0.0044              -0.0069
   11     1              -1.7806               0.1956               0.0545
   11     2              -2.2973              -0.0115               0.0031
   11     3               1.8892               0.0977               0.0008
   11     4              -0.7027              -0.0452              -0.0054
   11     5               0.7139              -0.0511              -0.0295
   11     6              -0.7630               0.0415               0.0048
   11     7               0.2392              -0.0309              -0.0054
   11     8               1.7704              -0.0352              -0.0033
   11     9              -0.0015              -0.0996              -0.0169
   11    10               0.6166              -0.0858              -0.0099
   11    11               3.6248              -0.0687               0.0066
   12   -12               0.7431              -0.0072              -0.0005
   12   -11              -0.1622              -0.0059              -0.0048
   12   -10              -0.8323              -0.0300              -0.0090
   12    -9               0.2649              -0.0143              -0.0023
   12    -8               0.2060               0.0379               0.0008
   12    -7              -0.0508              -0.0093               0.0005
   12    -6               0.6902               0.0166              -0.0072
   12    -5               0.3407              -0.0273              -0.0004
   12    -4              -2.3220               0.0438               0.0005
   12    -3               1.7217               0.0261               0.0250
   12    -2               0.2369               0.1245               0.0249
   12    -1              -1.1306               0.0181               0.0295
   12     0              -2.0340               0.0103              -0.0005
   12     1              -0.0577              -0.0717              -0.0261
   12     2               0.5410              -0.0416              -0.0200
   12     3               1.2148               0.0308              -0.0093
   12     4              -0.8492              -0.0299               0.0124
   12     5               0.8668              -0.0011              -0.0001
   12     6              -0.0025               0.0427              -0.0005
   12     7               0.5668              -0.0140              -0.0083
   12     8              -0.4032               0.0134               0.0039
   12     9              -0.3702              -0.0388              -0.0106
   12    10               0.2443              -0.0079              -0.0086
   12    11              -0.8854              -0.0243               0.0088
   12    12              -0.0324               0.0062               0.0017
   13   -13              -0.6882              -0.0090              -0.0091
   13   -12              -0.4665               0.0159               0.0042
   13   -11              -0.2872              -0.0028               0.0011
   13   -10               0.4799               0.0007              -0.0021
   13    -9               0.4697               0.0023               0.0024
   13    -8               0.0048              -0.0175               0.0041
   13    -7               0.4651              -0.0247              -0.0025
   13    -6              -0.1025              -0.0014               0.0066
   13    -5              -1.2020              -0.0105               0.0062
   13    -4              -0.5495               0.0155               0.0055
   13    -3               1.7101              -0.0749              -0.0189
   13    -2               0.5956              -0.0628              -0.0256
   13    -1              -0.6952              -0.0924              -0.0178
   13     0               0.0531              -0.0424              -0.0243
   13     1              -1.0823               0.1068               0.0363
   13     2               0.3299               0.0222               0.0027
   13     3               0.5810               0.0158              -0.0109
   13     4              -0.4890               0.0258               0.0055
   13     5               1.0569              -0.0394              -0.0080
   13     6              -0.2723               0.0449               0.0106
   13     7               0.8021               0.0043               0.0001
   13     8              -0.1171              -0.0006              -0.0064
   13     9               0.3701              -0.0014              -0.0036
   13    10               0.0320               0.0151               0.0038
   13    11               0.4230               0.0181               0.0050
   13    12              -0.3070              -0.0319              -0.0015
   13    13              -0.3605               0.0042               0.0081
   14   -14              -0.3534              -0.0386              -0.0125
   14   -13              -0.2741              -0.0130              -0.0012
   14   -12               0.0254              -0.0339              -0.0069
   14   -11               0.1966              -0.0041              -0.0067
   14   -10               0.0746              -0.0114               0.0003
   14    -9               0.3568               0.0118               0.0024
   14    -8               0.0920              -0.0016               0.0046
   14    -7               0.3324               0.0195               0.0067
   14    -6               0.3332               0.0000               0.0024
   14    -5              -0.0733              -0.0124              -0.0043
   14    -4               0.4574              -0.0082              -0.0044
   14    -3               0.3634               0.0334               0.0057
   14    -2              -0.7745               0.1044               0.0326
   14    -1               0.3242               0.0328               0.0159
   14     0              -0.2911              -0.0064              -0.0049
   14     1               0.3435              -0.0092              -0.0050
   14     2              -0.2767              -0.0085               0.0061
   14     3              -0.1949               0.0526               0.0145
   14     4              -0.1429               0.0246               0.0052
   14     5               0.1998               0.0080               0.0015
   14     6              -0.0145               0.0017              -0.0019
   14     7              -0.1429               0.0017              -0.0012
   14     8               0.2785               0.0174               0.0031
   14     9               0.0399               0.0011              -0.0032
   14    10               0.6927              -0.0019              -0.0005
   14    11              -0.2743              -0.0011              -0.0030
   14    12               0.3069               0.0196               0.0046
   14    13               0.2303              -0.0151              -0.0048
   14    14              -0.1175              -0.0123               0.0016
   15   -15              -0.0063              -0.0299              -0.0093
   15   -14              -0.1451               0.0356               0.0139
   15   -13               0.1312              -0.0280              -0.0057
   15   -12              -0.3290               0.0424               0.0108
   15   -11              -0.1602               0.0103               0.0034
   15   -10              -0.0026               0.0154               0.0042
   15    -9               0.1272              -0.0044              -0.0014
   15    -8              -0.1606               0.0009              -0.0025
   15    -7               0.2936               0.0009              -0.0022
   15    -6               0.1234              -0.0014              -0.0014
   15    -5               0.0275               0.0079               0.0042
   15    -4               0.0430               0.0017               0.0033
   15    -3               0.2675              -0.0285              -0.0087
   15    -2               0.1281              -0.0502              -0.0189
   15    -1               0.7263              -0.0143              -0.0073
   15     0               0.2931              -0.0844              -0.0227
   15     1               0.4117               0.0568               0.0151
   15     2               0.0926              -0.0299              -0.0075
   15     3               0.4450              -0.0287              -0.0102
   15     4              -0.1664              -0.0135              -0.0028
   15     5               0.1479              -0.0137              -0.0045
   15     6              -0.1387               0.0224               0.0091
   15     7              -0.1005               0.0044               0.0010
   15     8               0.1218              -0.0065              -0.0018
   15     9              -0.2520              -0.0083              -0.0049
   15    10              -0.2046               0.0100               0.0038
   15    11               0.2258              -0.0043               0.0017
   15    12              -0.0086              -0.0198              -0.0047
   15    13              -0.0608               0.0128               0.0058
   15    14               0.1208               0.0026              -0.0000
   15    15              -0.3198              -0.0143              -0.0024
