% Magnetic field model coefficients
% nmax:  15
% epoch: 2004.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    1    -1            5100.5940             -22.4688               0.0000
    1     0          -29566.1555              11.8252               0.0000
    1     1           -1682.2016              13.2946               0.0000
    2    -2            -503.9220             -11.3638               0.0000
    2    -1           -2572.1333             -22.4055               0.0000
    2     0           -2324.6449             -12.6228               0.0000
    2     1            3052.6353              -4.9304               0.0000
    2     2            1658.8646              -0.9710               0.0000
    3    -3            -520.1771              -4.5338               0.0000
    3    -2             275.0769              -5.3596               0.0000
    3    -1            -204.9808               6.0287               0.0000
    3     0            1336.2020               0.2769               0.0000
    3     1           -2302.1384              -3.7291               0.0000
    3     2            1247.9288              -1.6334               0.0000
    3     3             681.2773              -8.7799               0.0000
    4    -4            -304.7479              -0.6462               0.0000
    4    -3             140.2946               4.8381               0.0000
    4    -2            -227.2610               2.0442               0.0000
    4    -1             279.7495               2.4056               0.0000
    4     0             922.5933              -2.1382               0.0000
    4     1             795.5957               2.3433               0.0000
    4     2             218.7252              -8.0215               0.0000
    4     3            -384.8377               4.9997               0.0000
    4     4             102.8142              -2.7970               0.0000
    5    -5             104.4607              -0.6156               0.0000
    5    -4             -23.8228               4.2498               0.0000
    5    -3            -125.1241               1.6864               0.0000
    5    -2             178.1700               2.0430               0.0000
    5    -1              42.8041              -0.1667               0.0000
    5     0            -225.3132              -1.5950               0.0000
    5     1             353.8650               0.6650               0.0000
    5     2             211.6110              -2.6636               0.0000
    5     3            -135.3508              -1.2035               0.0000
    5     4            -168.3298               0.2590               0.0000
    5     5             -13.5307               0.0089               0.0000
    6    -6              49.3685               1.5822               0.0000
    6    -5               0.1849               0.0736               0.0000
    6    -4             -62.9936              -0.5280               0.0000
    6    -3              64.0387              -0.4246               0.0000
    6    -2              56.6553              -1.8507               0.0000
    6    -1             -19.8757              -0.4245               0.0000
    6     0              73.5029               0.1093               0.0000
    6     1              69.4249               0.1084               0.0000
    6     2              76.4379               0.3366               0.0000
    6     3            -153.1836               1.8348               0.0000
    6     4             -12.8693              -1.7120               0.0000
    6     5              15.1562              -0.5514               0.0000
    6     6             -87.4302               1.0712               0.0000
    7    -7              -4.9587               0.3506               0.0000
    7    -6             -26.0672              -0.2452               0.0000
    7    -5              11.7084              -0.7715               0.0000
    7    -4              25.2216               0.1467               0.0000
    7    -3               6.7575               0.0817               0.0000
    7    -2             -22.8197               0.2274               0.0000
    7    -1             -61.9038               0.7773               0.0000
    7     0              79.7780               0.0515               0.0000
    7     1             -74.3568              -0.0799               0.0000
    7     2              -1.1365              -0.4847               0.0000
    7     3              37.6044               1.1414               0.0000
    7     4              11.6742               0.6184               0.0000
    7     5               8.8577               0.4970               0.0000
    7     6               5.9029              -0.4716               0.0000
    7     7               1.2015               0.7474               0.0000
    8    -8              -0.3499               0.3564               0.0000
    8    -7             -13.2413               0.4429               0.0000
    8    -6               7.8651              -0.2673               0.0000
    8    -5              16.0546               0.1655               0.0000
    8    -4             -20.1171               0.3901               0.0000
    8    -3               9.5801               0.2597               0.0000
    8    -2             -20.9788               0.1184               0.0000
    8    -1              11.3099              -0.1245               0.0000
    8     0              24.8169               0.0028               0.0000
    8     1               7.4241               0.1767               0.0000
    8     2             -11.1863              -0.5616               0.0000
    8     3              -7.0375               0.1576               0.0000
    8     4             -17.8443              -0.2571               0.0000
    8     5               9.8698               0.2718               0.0000
    8     6               8.9226               0.4603               0.0000
    8     7             -10.6701              -0.5799               0.0000
    8     8              -5.3108               0.4611               0.0000
    9    -9               5.8038               0.1893               0.0000
    9    -8              -7.9301               0.1854               0.0000
    9    -7               3.0908              -0.1503               0.0000
    9    -6               8.1784              -0.0614               0.0000
    9    -5              -8.2597               0.0755               0.0000
    9    -4              -6.6396              -0.0904               0.0000
    9    -3              12.6086               0.0515               0.0000
    9    -2              12.8996              -0.2107               0.0000
    9    -1             -20.0131              -0.0697               0.0000
    9     0               5.5126               0.0621               0.0000
    9     1               9.7293               0.0229               0.0000
    9     2               3.5302               0.0862               0.0000
    9     3              -7.2707               0.3181               0.0000
    9     4               5.2827              -0.2591               0.0000
    9     5             -10.3656              -0.3687               0.0000
    9     6              -1.3363               0.0750               0.0000
    9     7               8.8860              -0.1128               0.0000
    9     8              -6.1870              -0.4636               0.0000
    9     9              -9.0108              -0.2053               0.0000
   10   -10              -7.8567              -0.0796               0.0000
   10    -9              -2.3307               0.0082               0.0000
   10    -8              -0.6408              -0.2156               0.0000
   10    -7              -3.3684              -0.1296               0.0000
   10    -6              -1.0580               0.0455               0.0000
   10    -5              -6.4759              -0.1347               0.0000
   10    -4               4.8155              -0.0418               0.0000
   10    -3               4.3956               0.0844               0.0000
   10    -2               0.1293              -0.0331               0.0000
   10    -1               2.0761               0.1035               0.0000
   10     0              -2.1886               0.0334               0.0000
   10     1              -6.1265              -0.0201               0.0000
   10     2               1.4975              -0.0950               0.0000
   10     3              -2.5432               0.1698               0.0000
   10     4              -0.1728               0.0372               0.0000
   10     5               3.1855              -0.1220               0.0000
   10     6               0.4407              -0.1487               0.0000
   10     7               2.0428               0.0181               0.0000
   10     8               3.9240              -0.1581               0.0000
   10     9              -0.0422              -0.1553               0.0000
   10    10              -1.9453              -0.1552               0.0000
   11   -11              -1.2765              -0.1344               0.0000
   11   -10              -1.8886               0.0050               0.0000
