% Magnetic field model coefficients
% nmax:  15
% epoch: 2000.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    1    -1            5184.7399             -20.3295               0.0000
    1     0          -29615.6588              13.6717               0.0000
    1     1           -1726.6932              10.4620               0.0000
    2    -2            -457.2449             -11.2333               0.0000
    2    -1           -2481.0983             -22.6608               0.0000
    2     0           -2267.2418             -14.5014               0.0000
    2     1            3068.2178              -2.9167               0.0000
    2     2            1672.2771              -4.5919               0.0000
    3    -3            -491.3713              -8.8615               0.0000
    3    -2             294.0565              -4.4329               0.0000
    3    -1            -226.6845               5.2646               0.0000
    3     0            1338.9099              -1.3095               0.0000
    3     1           -2288.5951              -3.3278               0.0000
    3     2            1251.9978              -0.9693               0.0000
    3     3             713.7444              -8.3644               0.0000
    4    -4            -304.2306               0.0489               0.0000
    4    -3             119.3076               5.3448               0.0000
    4    -2            -231.6684               0.7188               0.0000
    4    -1             273.5114               0.9958               0.0000
    4     0             931.4721              -2.0260               0.0000
    4     1             786.6753               2.2314               0.0000
    4     2             249.4879              -7.6882               0.0000
    4     3            -403.2141               4.2710               0.0000
    4     4             111.0802              -1.7594               0.0000
    5    -5             106.4070              -0.3622               0.0000
    5    -4             -39.5716               3.8982               0.0000
    5    -3            -133.6727               2.4581               0.0000
    5    -2             171.8910               1.4498               0.0000
    5    -1              42.8996               0.3356               0.0000
    5     0            -217.5026              -2.2019               0.0000
    5     1             351.4700               0.5117               0.0000
    5     2             222.0709              -2.3723               0.0000
    5     3            -130.7233              -1.0666               0.0000
    5     4            -168.6805               0.0537               0.0000
    5     5             -12.7472              -0.1463               0.0000
    6    -6              44.2727               1.2567               0.0000
    6    -5               0.7241              -0.1925               0.0000
    6    -4             -61.2277              -0.4489               0.0000
    6    -3              64.9459              -0.0798               0.0000
    6    -2              63.9308              -1.9177               0.0000
    6    -1             -16.4394              -1.3426               0.0000
    6     0              72.5413               0.4647               0.0000
    6     1              67.7950               0.6068               0.0000
    6     2              74.7153               0.4516               0.0000
    6     3            -161.0860               2.0077               0.0000
    6     4              -5.4368              -1.9256               0.0000
    6     5              16.8729              -0.5402               0.0000
    6     6             -90.1650               0.3987               0.0000
    7    -7              -5.4055              -0.1049               0.0000
    7    -6             -25.0365              -0.3642               0.0000
    7    -5              15.0415              -0.8603               0.0000
    7    -4              24.0019               0.3282               0.0000
    7    -3               6.3607               0.0886               0.0000
    7    -2             -24.2839               0.3170               0.0000
    7    -1             -64.6257               0.8149               0.0000
    7     0              79.0333               0.2057               0.0000
    7     1             -73.7976              -0.2510               0.0000
    7     2              -0.2851              -0.0630               0.0000
    7     3              33.1942               1.1001               0.0000
    7     4               9.0942               0.6978               0.0000
    7     5               6.8154               0.5252               0.0000
    7     6               7.3007              -0.3088               0.0000
    7     7              -1.5388               0.7245               0.0000
    8    -8              -2.2359               0.4768               0.0000
    8    -7             -14.9140               0.3681               0.0000
    8    -6               8.9255              -0.2909               0.0000
    8    -5              15.4443               0.1387               0.0000
    8    -4             -21.4707               0.3647               0.0000
    8    -3               8.4093               0.3380               0.0000
    8    -2             -21.4441               0.0676               0.0000
    8    -1              12.3169              -0.3949               0.0000
    8     0              24.4426               0.0793               0.0000
    8     1               6.6840               0.1686               0.0000
    8     2              -9.1026              -0.6973               0.0000
    8     3              -7.9236               0.2557               0.0000
    8     4             -16.5586              -0.4102               0.0000
    8     5               9.0616               0.2177               0.0000
    8     6               6.9347               0.4515               0.0000
    8     7              -7.5681              -0.9246               0.0000
    8     8              -7.0657               0.3385               0.0000
    9    -9               4.7920               0.2661               0.0000
    9    -8              -8.2548               0.0148               0.0000
    9    -7               3.6566              -0.1301               0.0000
    9    -6               8.3520              -0.0122               0.0000
    9    -5              -8.4567               0.0487               0.0000
    9    -4              -6.2120              -0.1136               0.0000
    9    -3              12.4342               0.0622               0.0000
    9    -2              13.2867              -0.0835               0.0000
    9    -1             -19.7596               0.0419               0.0000
    9     0               5.0898               0.1038               0.0000
    9     1               9.6090               0.0337               0.0000
    9     2               3.0480               0.1082               0.0000
    9     3              -8.4392               0.2672               0.0000
    9     4               6.1928              -0.1834               0.0000
    9     5              -8.8748              -0.4370               0.0000
    9     6              -1.6507               0.1309               0.0000
    9     7               9.2487              -0.1039               0.0000
    9     8              -4.1700              -0.5563               0.0000
    9     9              -8.1819              -0.1993               0.0000
   10   -10              -7.4997              -0.0955               0.0000
   10    -9              -2.1929              -0.0399               0.0000
   10    -8               0.2132              -0.1966               0.0000
   10    -7              -2.9600              -0.0457               0.0000
   10    -6              -1.2961               0.0844               0.0000
   10    -5              -5.8223              -0.1843               0.0000
   10    -4               4.9937              -0.0622               0.0000
   10    -3               3.9711               0.1552               0.0000
   10    -2              -0.0961               0.0973               0.0000
   10    -1               1.5763               0.1913               0.0000
   10     0              -2.6104               0.0693               0.0000
   10     1              -5.9570              -0.0505               0.0000
   10     2               1.6168              -0.0877               0.0000
   10     3              -3.1022               0.1063               0.0000
   10     4              -0.4431               0.0652               0.0000
   10     5               3.7662              -0.1585               0.0000
   10     6               1.0624              -0.1585               0.0000
   10     7               1.9621               0.0602               0.0000
   10     8               4.2894              -0.0420               0.0000
   10     9               0.3373              -0.0818               0.0000
   10    10              -1.1526              -0.2211               0.0000
   11   -11              -0.7787              -0.1313               0.0000
   11   -10              -2.0390               0.0519               0.0000
   11    -9              -1.0676              -0.1015               0.0000
   11    -8              -0.8776              -0.0369               0.0000
   11    -7              -2.7693              -0.0021               0.0000
   11    -6              -0.6996               0.0222               0.0000
   11    -5               0.8788               0.0188               0.0000
   11    -4              -2.6032               0.0596               0.0000
   11    -3              -0.9024              -0.0030               0.0000
   11    -2               1.3985              -0.0534               0.0000
   11    -1               0.4451              -0.0814               0.0000
   11     0               2.6748               0.0674               0.0000
   11     1              -1.7562               0.0708               0.0000
   11     2              -1.7257              -0.0316               0.0000
   11     3               1.5715              -0.0608               0.0000
   11     4              -0.0985              -0.0348               0.0000
   11     5               0.0849               0.0321               0.0000
   11     6              -0.6873              -0.0154               0.0000
   11     7               0.8344              -0.0765               0.0000
   11     8               1.8774              -0.0378               0.0000
   11     9               0.0595               0.0516               0.0000
   11    10               1.1105              -0.0249               0.0000
   11    11               4.0116               0.0015               0.0000
   12   -12               0.7033               0.0765               0.0000
   12   -11              -0.4857               0.0340               0.0000
   12   -10              -0.8597              -0.0096               0.0000
   12    -9               0.3039              -0.0177               0.0000
   12    -8               0.0117              -0.0021               0.0000
   12    -7              -0.0094               0.0249               0.0000
   12    -6               0.1948               0.0596               0.0000
   12    -5               0.7593              -0.0560               0.0000
   12    -4              -2.5250              -0.0347               0.0000
   12    -3               2.4684               0.0253               0.0000
   12    -2               0.1485               0.0416               0.0000
   12    -1              -0.2523              -0.0292               0.0000
   12     0              -2.3370               0.0902               0.0000
   12     1              -0.2153              -0.0628               0.0000
   12     2               0.1461               0.0240               0.0000
   12     3               0.7324               0.0442               0.0000
   12     4              -0.1884              -0.0177               0.0000
   12     5               0.9823              -0.0060               0.0000
   12     6              -0.4976               0.0309               0.0000
   12     7               0.3839               0.0186               0.0000
   12     8              -0.3023              -0.0073               0.0000
   12     9              -0.3958               0.0143               0.0000
   12    10              -0.1049               0.0415               0.0000
   12    11              -0.1945              -0.0442               0.0000
   12    12              -0.2881               0.0217               0.0000
   13   -13              -0.8790               0.0437               0.0000
   13   -12              -0.4583              -0.0350               0.0000
   13   -11              -0.1222              -0.0392               0.0000
   13   -10               0.3026               0.0247               0.0000
   13    -9               0.5992              -0.0059               0.0000
   13    -8               0.2617              -0.0030               0.0000
   13    -7               0.7214              -0.0186               0.0000
   13    -6              -0.0130              -0.0157               0.0000
   13    -5              -0.9825               0.0018               0.0000
   13    -4              -0.4742              -0.0129               0.0000
   13    -3               1.7161               0.0046               0.0000
   13    -2               0.3348               0.0018               0.0000
   13    -1              -0.7532               0.0104               0.0000
   13     0              -0.2060               0.0171               0.0000
   13     1              -0.8370              -0.0257               0.0000
   13     2               0.3494              -0.0152               0.0000
   13     3               0.1551               0.0228               0.0000
   13     4              -0.4001              -0.0143               0.0000
   13     5               1.2121               0.0015               0.0000
   13     6              -0.4483               0.0247               0.0000
   13     7               0.7043               0.0111               0.0000
   13     8              -0.3366               0.0064               0.0000
   13     9               0.2495               0.0403               0.0000
   13    10              -0.0453              -0.0028               0.0000
   13    11               0.3330               0.0297               0.0000
   13    12               0.0362              -0.0191               0.0000
   13    13              -0.0041              -0.0663               0.0000
   14   -14              -0.3253              -0.0145               0.0000
   14   -13              -0.0216              -0.0516               0.0000
   14   -12               0.2296              -0.0136               0.0000
   14   -11               0.0145               0.0057               0.0000
   14   -10               0.1987               0.0148               0.0000
   14    -9               0.3865              -0.0175               0.0000
   14    -8               0.3060              -0.0173               0.0000
   14    -7               0.2632               0.0159               0.0000
   14    -6               0.3436               0.0078               0.0000
   14    -5              -0.0491              -0.0138               0.0000
   14    -4               0.4246              -0.0039               0.0000
   14    -3               0.3671               0.0019               0.0000
   14    -2              -0.7456               0.0021               0.0000
   14    -1               0.3754               0.0289               0.0000
   14     0              -0.3531               0.0016               0.0000
   14     1               0.2718               0.0249               0.0000
   14     2              -0.1455               0.0107               0.0000
   14     3              -0.1756              -0.0202               0.0000
   14     4              -0.1551               0.0311               0.0000
   14     5               0.2752              -0.0226               0.0000
   14     6              -0.1053              -0.0001               0.0000
   14     7              -0.0359              -0.0193               0.0000
   14     8               0.1904               0.0178               0.0000
   14     9              -0.0522               0.0065               0.0000
   14    10               0.5456               0.0196               0.0000
   14    11              -0.3836              -0.0008               0.0000
   14    12               0.2199               0.0233               0.0000
   14    13               0.2073               0.0256               0.0000
   14    14               0.3082              -0.0134               0.0000
   15   -15              -0.0808               0.0052               0.0000
   15   -14               0.0353              -0.0071               0.0000
   15   -13               0.1655               0.0107               0.0000
   15   -12              -0.3651               0.0065               0.0000
   15   -11              -0.0346              -0.0287               0.0000
   15   -10              -0.0363               0.0031               0.0000
   15    -9               0.0915              -0.0034               0.0000
   15    -8              -0.1806              -0.0099               0.0000
   15    -7               0.2794              -0.0073               0.0000
   15    -6               0.0667              -0.0068               0.0000
   15    -5              -0.0848               0.0442               0.0000
   15    -4               0.0728              -0.0164               0.0000
   15    -3               0.2043               0.0043               0.0000
   15    -2               0.0656              -0.0122               0.0000
   15    -1               0.5492               0.0108               0.0000
   15     0               0.2006              -0.0035               0.0000
   15     1               0.4193               0.0145               0.0000
   15     2               0.0242               0.0159               0.0000
   15     3               0.4813               0.0036               0.0000
   15     4              -0.0420              -0.0061               0.0000
   15     5               0.0497               0.0092               0.0000
   15     6              -0.1575               0.0134               0.0000
   15     7              -0.1093              -0.0158               0.0000
   15     8               0.2045              -0.0132               0.0000
   15     9              -0.2834               0.0124               0.0000
   15    10              -0.2281               0.0009               0.0000
   15    11               0.2289               0.0159               0.0000
   15    12              -0.0382               0.0022               0.0000
   15    13              -0.2014               0.0132               0.0000
   15    14               0.1092              -0.0127               0.0000
   15    15              -0.1952              -0.0004               0.0000
