% Magnetic field model coefficients
% nmax:  15
% epoch: 2014.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    8     5              12.9917               0.3605               0.0000
    8     6              11.5539               0.1670               0.0000
    8     7             -15.5999              -0.3557               0.0000
    8     8              -2.2214               0.1842               0.0000
    9    -9               8.1052               0.3505               0.0000
    9    -8              -4.3947               0.5122               0.0000
    9    -7               1.2240              -0.2190               0.0000
    9    -6               7.7984              -0.0305               0.0000
    9    -5              -6.9789               0.1210               0.0000
    9    -4              -6.9306               0.1495               0.0000
    9    -3              12.1404              -0.4092               0.0000
    9    -2              10.9346              -0.1299               0.0000
    9    -1             -21.4252              -0.3492               0.0000
    9     0               5.3850              -0.0454               0.0000
    9     1               8.7555               0.1213               0.0000
    9     2               2.9462               0.1921               0.0000
    9     3              -3.6813               0.5146               0.0000
    9     4               1.0783              -0.4069               0.0000
    9     5             -13.1733              -0.1017               0.0000
    9     6              -0.2765               0.1989               0.0000
    9     7               8.5355               0.1585               0.0000
    9     8              -8.9444              -0.1500               0.0000
    9     9             -10.4435              -0.1009               0.0000
   10   -10              -8.6744              -0.0159               0.0000
   10    -9              -1.3514               0.2283               0.0000
   10    -8              -2.7071              -0.0996               0.0000
   10    -7              -4.1480               0.0256               0.0000
   10    -6              -0.6741               0.0906               0.0000
   10    -5              -7.7936              -0.1011               0.0000
   10    -4               4.2973               0.1262               0.0000
   10    -3               4.5637              -0.0227               0.0000
   10    -2              -0.3773               0.0008               0.0000
   10    -1               3.1647               0.1147               0.0000
   10     0              -1.9516              -0.1020               0.0000
   10     1              -6.1933              -0.1725               0.0000
   10     2               0.4218              -0.2460               0.0000
   10     3               0.3096               0.2392               0.0000
   10     4              -0.5044              -0.0794               0.0000
   10     5               1.8318              -0.0683               0.0000
   10     6              -0.6158              -0.0534               0.0000
   10     7               2.1221              -0.0301               0.0000
   10     8               2.4705              -0.1608               0.0000
   10     9              -1.6674              -0.1759               0.0000
   10    10              -3.4166              -0.2281               0.0000
   11   -11              -2.2794              -0.0565               0.0000
   11   -10              -2.0123              -0.0002               0.0000
   11    -9              -2.4605              -0.1027               0.0000
   11    -8              -1.3937              -0.0603               0.0000
   11    -7              -2.2233               0.1038               0.0000
   11    -6              -0.1869              -0.0126               0.0000
   11    -5               0.7825              -0.0245               0.0000
   11    -4              -1.1595               0.0857               0.0000
   11    -3              -0.5526              -0.0931               0.0000
   11    -2               2.1357              -0.0929               0.0000
   11    -1               0.0528              -0.3009               0.0000
   11     0               3.0539              -0.0025               0.0000
   11     1              -1.5577               0.2501               0.0000
   11     2              -2.3072              -0.0084               0.0000
   11     3               1.9873               0.0985               0.0000
   11     4              -0.7506              -0.0506               0.0000
   11     5               0.6480              -0.0807               0.0000
   11     6              -0.7191               0.0463               0.0000
   11     7               0.2056              -0.0363               0.0000
   11     8               1.7335              -0.0385               0.0000
   11     9              -0.1096              -0.1165               0.0000
   11    10               0.5258              -0.0957               0.0000
   11    11               3.5594              -0.0621               0.0000
   12   -12               0.7356              -0.0078               0.0000
   12   -11              -0.1705              -0.0107               0.0000
   12   -10              -0.8668              -0.0390               0.0000
   12    -9               0.2494              -0.0166               0.0000
   12    -8               0.2443               0.0387               0.0000
   12    -7              -0.0599              -0.0088               0.0000
   12    -6               0.7032               0.0094               0.0000
   12    -5               0.3132              -0.0277               0.0000
   12    -4              -2.2780               0.0443               0.0000
   12    -3               1.7603               0.0511               0.0000
   12    -2               0.3739               0.1494               0.0000
   12    -1              -1.0978               0.0476               0.0000
   12     0              -2.0240               0.0098               0.0000
   12     1              -0.1425              -0.0978               0.0000
   12     2               0.4894              -0.0616               0.0000
   12     3               1.2410               0.0215               0.0000
   12     4              -0.8729              -0.0175               0.0000
   12     5               0.8657              -0.0012               0.0000
   12     6               0.0399               0.0422               0.0000
   12     7               0.5487              -0.0223               0.0000
   12     8              -0.3879               0.0173               0.0000
   12     9              -0.4143              -0.0494               0.0000
   12    10               0.2321              -0.0165               0.0000
   12    11              -0.9053              -0.0155               0.0000
   12    12              -0.0253               0.0079               0.0000
   13   -13              -0.7018              -0.0181               0.0000
   13   -12              -0.4484               0.0202               0.0000
   13   -11              -0.2894              -0.0017               0.0000
   13   -10               0.4796              -0.0014               0.0000
   13    -9               0.4733               0.0048               0.0000
   13    -8              -0.0106              -0.0134               0.0000
   13    -7               0.4392              -0.0272               0.0000
   13    -6              -0.1006               0.0052               0.0000
   13    -5              -1.2094              -0.0043               0.0000
   13    -4              -0.5313               0.0210               0.0000
   13    -3               1.6257              -0.0938               0.0000
   13    -2               0.5199              -0.0885               0.0000
   13    -1              -0.7964              -0.1101               0.0000
   13     0              -0.0014              -0.0666               0.0000
   13     1              -0.9573               0.1431               0.0000
   13     2               0.3534               0.0249               0.0000
   13     3               0.5913               0.0048               0.0000
   13     4              -0.4604               0.0314               0.0000
   13     5               1.0135              -0.0474               0.0000
   13     6              -0.2221               0.0555               0.0000
   13     7               0.8065               0.0045               0.0000
   13     8              -0.1209              -0.0070               0.0000
   13     9               0.3669              -0.0050               0.0000
   13    10               0.0490               0.0189               0.0000
   13    11               0.4436               0.0231               0.0000
   13    12              -0.3397              -0.0334               0.0000
   13    13              -0.3523               0.0123               0.0000
   14   -14              -0.3983              -0.0511               0.0000
   14   -13              -0.2877              -0.0142               0.0000
   14   -12              -0.0120              -0.0408               0.0000
   14   -11               0.1891              -0.0108               0.0000
   14   -10               0.0634              -0.0111               0.0000
   14    -9               0.3698               0.0142               0.0000
   14    -8               0.0927               0.0030               0.0000
   14    -7               0.3553               0.0262               0.0000
   14    -6               0.3344               0.0024               0.0000
   14    -5              -0.0878              -0.0167               0.0000
   14    -4               0.4470              -0.0126               0.0000
   14    -3               0.3997               0.0391               0.0000
   14    -2              -0.6538               0.1370               0.0000
   14    -1               0.3650               0.0487               0.0000
   14     0              -0.2999              -0.0113               0.0000
   14     1               0.3318              -0.0142               0.0000
   14     2              -0.2822              -0.0024               0.0000
   14     3              -0.1351               0.0671               0.0000
   14     4              -0.1158               0.0297               0.0000
   14     5               0.2085               0.0094               0.0000
   14     6              -0.0138              -0.0002               0.0000
   14     7              -0.1418               0.0005               0.0000
   14     8               0.2975               0.0205               0.0000
   14     9               0.0395              -0.0020               0.0000
   14    10               0.6906              -0.0024               0.0000
   14    11              -0.2769              -0.0041               0.0000
   14    12               0.3288               0.0242               0.0000
   14    13               0.2128              -0.0199               0.0000
   14    14              -0.1291              -0.0108               0.0000
   15   -15              -0.0409              -0.0392               0.0000
   15   -14              -0.1026               0.0495               0.0000
   15   -13               0.1003              -0.0337               0.0000
   15   -12              -0.2812               0.0532               0.0000
   15   -11              -0.1482               0.0137               0.0000
   15   -10               0.0149               0.0196               0.0000
   15    -9               0.1221              -0.0058               0.0000
   15    -8              -0.1609              -0.0016               0.0000
   15    -7               0.2934              -0.0013               0.0000
   15    -6               0.1213              -0.0028               0.0000
   15    -5               0.0375               0.0121               0.0000
   15    -4               0.0464               0.0050               0.0000
   15    -3               0.2346              -0.0372               0.0000
   15    -2               0.0685              -0.0691               0.0000
   15    -1               0.7083              -0.0216               0.0000
   15     0               0.1974              -0.1071               0.0000
   15     1               0.4761               0.0719               0.0000
   15     2               0.0590              -0.0374               0.0000
   15     3               0.4112              -0.0389               0.0000
   15     4              -0.1813              -0.0163               0.0000
   15     5               0.1320              -0.0182               0.0000
   15     6              -0.1118               0.0315               0.0000
   15     7              -0.0955               0.0055               0.0000
   15     8               0.1144              -0.0083               0.0000
   15     9              -0.2627              -0.0132               0.0000
   15    10              -0.1926               0.0139               0.0000
   15    11               0.2224              -0.0026               0.0000
   15    12              -0.0308              -0.0246               0.0000
   15    13              -0.0451               0.0186               0.0000
   15    14               0.1234               0.0026               0.0000
   15    15              -0.3352              -0.0166               0.0000
