% Magnetic field model coefficients
% nmax:  15
% epoch: 2001.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    9     9              -8.3812              -0.2005               0.0000
   10   -10              -7.5952              -0.0938               0.0000
   10    -9              -2.2328              -0.0457               0.0000
   10    -8               0.0166              -0.2030               0.0000
   10    -7              -3.0057              -0.0830               0.0000
   10    -6              -1.2117               0.0725               0.0000
   10    -5              -6.0066              -0.1706               0.0000
   10    -4               4.9315              -0.0517               0.0000
   10    -3               4.1263               0.1240               0.0000
   10    -2               0.0012               0.0721               0.0000
   10    -1               1.7676               0.1498               0.0000
   10     0              -2.5411               0.1033               0.0000
   10     1              -6.0075              -0.0391               0.0000
   10     2               1.5291              -0.0346               0.0000
   10     3              -2.9959               0.1200               0.0000
   10     4              -0.3779               0.0647               0.0000
   10     5               3.6077              -0.1538               0.0000
   10     6               0.9039              -0.1592               0.0000
   10     7               2.0223               0.0260               0.0000
   10     8               4.2474              -0.0701               0.0000
   10     9               0.2555              -0.0849               0.0000
   10    10              -1.3737              -0.2185               0.0000
   11   -11              -0.9100              -0.1298               0.0000
   11   -10              -1.9871               0.0514               0.0000
   11    -9              -1.1691              -0.1112               0.0000
   11    -8              -0.9145              -0.0379               0.0000
   11    -7              -2.7714               0.0024               0.0000
   11    -6              -0.6774               0.0175               0.0000
   11    -5               0.8976               0.0145               0.0000
   11    -4              -2.5436               0.0613               0.0000
   11    -3              -0.9054               0.0104               0.0000
   11    -2               1.3451              -0.0020               0.0000
   11    -1               0.3637              -0.0491               0.0000
   11     0               2.7422               0.0672               0.0000
   11     1              -1.6854               0.0468               0.0000
   11     2              -1.7573              -0.0140               0.0000
   11     3               1.5107              -0.0476               0.0000
   11     4              -0.1333              -0.0449               0.0000
   11     5               0.1170               0.0349               0.0000
   11     6              -0.7027              -0.0185               0.0000
   11     7               0.7579              -0.0737               0.0000
   11     8               1.8396              -0.0319               0.0000
   11     9               0.1111               0.0297               0.0000
   11    10               1.0856              -0.0258               0.0000
   11    11               4.0131               0.0018               0.0000
   12   -12               0.7798               0.0763               0.0000
   12   -11              -0.4517               0.0323               0.0000
   12   -10              -0.8693              -0.0085               0.0000
   12    -9               0.2862              -0.0144               0.0000
   12    -8               0.0096               0.0040               0.0000
   12    -7               0.0155               0.0171               0.0000
   12    -6               0.2544               0.0584               0.0000
   12    -5               0.7033              -0.0425               0.0000
   12    -4              -2.5597              -0.0309               0.0000
   12    -3               2.4937               0.0083               0.0000
   12    -2               0.1901               0.0218               0.0000
   12    -1              -0.2815              -0.0445               0.0000
   12     0              -2.2468               0.0671               0.0000
   12     1              -0.2781              -0.0335               0.0000
   12     2               0.1701               0.0268               0.0000
   12     3               0.7766               0.0246               0.0000
   12     4              -0.2061              -0.0203               0.0000
   12     5               0.9763              -0.0154               0.0000
   12     6              -0.4667               0.0333               0.0000
   12     7               0.4025               0.0070               0.0000
   12     8              -0.3096              -0.0109               0.0000
   12     9              -0.3815               0.0102               0.0000
   12    10              -0.0634               0.0517               0.0000
   12    11              -0.2387              -0.0444               0.0000
   12    12              -0.2664               0.0210               0.0000
   13   -13              -0.8353               0.0433               0.0000
   13   -12              -0.4933              -0.0345               0.0000
   13   -11              -0.1614              -0.0378               0.0000
   13   -10               0.3273               0.0174               0.0000
   13    -9               0.5933              -0.0090               0.0000
   13    -8               0.2587              -0.0013               0.0000
   13    -7               0.7028              -0.0245               0.0000
   13    -6              -0.0287              -0.0155               0.0000
   13    -5              -0.9807               0.0018               0.0000
   13    -4              -0.4871              -0.0148               0.0000
   13    -3               1.7207               0.0055               0.0000
   13    -2               0.3366               0.0042               0.0000
   13    -1              -0.7428               0.0116               0.0000
   13     0              -0.1889               0.0176               0.0000
   13     1              -0.8627              -0.0158               0.0000
   13     2               0.3342              -0.0090               0.0000
   13     3               0.1779               0.0261               0.0000
   13     4              -0.4144              -0.0167               0.0000
   13     5               1.2136              -0.0037               0.0000
   13     6              -0.4236               0.0188               0.0000
   13     7               0.7154               0.0113               0.0000
   13     8              -0.3302               0.0074               0.0000
   13     9               0.2898               0.0339               0.0000
   13    10              -0.0481              -0.0023               0.0000
   13    11               0.3627               0.0299               0.0000
   13    12               0.0171              -0.0184               0.0000
   13    13              -0.0704              -0.0663               0.0000
   14   -14              -0.3398              -0.0147               0.0000
   14   -13              -0.0732              -0.0519               0.0000
   14   -12               0.2160              -0.0121               0.0000
   14   -11               0.0202               0.0061               0.0000
   14   -10               0.2135               0.0141               0.0000
   14    -9               0.3690              -0.0161               0.0000
   14    -8               0.2887              -0.0168               0.0000
   14    -7               0.2791               0.0135               0.0000
   14    -6               0.3514               0.0107               0.0000
   14    -5              -0.0629              -0.0108               0.0000
   14    -4               0.4207               0.0044               0.0000
   14    -3               0.3690              -0.0033               0.0000
   14    -2              -0.7435               0.0044               0.0000
   14    -1               0.4043               0.0218               0.0000
   14     0              -0.3515               0.0035               0.0000
   14     1               0.2967               0.0166               0.0000
   14     2              -0.1348               0.0131               0.0000
   14     3              -0.1958              -0.0226               0.0000
   14     4              -0.1240               0.0240               0.0000
   14     5               0.2526              -0.0216               0.0000
   14     6              -0.1054              -0.0001               0.0000
   14     7              -0.0552              -0.0243               0.0000
   14     8               0.2082               0.0154               0.0000
   14     9              -0.0457               0.0063               0.0000
   14    10               0.5652               0.0234               0.0000
   14    11              -0.3844               0.0044               0.0000
   14    12               0.2432               0.0235               0.0000
   14    13               0.2329               0.0256               0.0000
   14    14               0.2948              -0.0131               0.0000
   15   -15              -0.0756               0.0052               0.0000
   15   -14               0.0282              -0.0066               0.0000
   15   -13               0.1762               0.0104               0.0000
   15   -12              -0.3586               0.0096               0.0000
   15   -11              -0.0633              -0.0266               0.0000
   15   -10              -0.0332               0.0036               0.0000
   15    -9               0.0881              -0.0069               0.0000
   15    -8              -0.1905              -0.0102               0.0000
   15    -7               0.2721              -0.0059               0.0000
   15    -6               0.0599              -0.0061               0.0000
   15    -5              -0.0406               0.0423               0.0000
   15    -4               0.0564              -0.0188               0.0000
   15    -3               0.2086               0.0036               0.0000
   15    -2               0.0534              -0.0096               0.0000
   15    -1               0.5600               0.0118               0.0000
   15     0               0.1971              -0.0028               0.0000
   15     1               0.4338               0.0146               0.0000
   15     2               0.0401               0.0157               0.0000
   15     3               0.4849               0.0062               0.0000
   15     4              -0.0481              -0.0073               0.0000
   15     5               0.0589               0.0078               0.0000
   15     6              -0.1441               0.0122               0.0000
   15     7              -0.1251              -0.0137               0.0000
   15     8               0.1913              -0.0150               0.0000
   15     9              -0.2710               0.0114               0.0000
   15    10              -0.2272               0.0073               0.0000
   15    11               0.2448               0.0128               0.0000
   15    12              -0.0360               0.0039               0.0000
   15    13              -0.1882               0.0134               0.0000
   15    14               0.0965              -0.0122               0.0000
   15    15              -0.1956              -0.0004               0.0000
