% Magnetic field model coefficients
% nmax:  15
% epoch: 2005.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    1    -1            5078.1252             -22.9049               0.0000
    1     0          -29554.3303              12.2781               0.0000
    1     1           -1668.9070              15.0927               0.0000
    2    -2            -515.2858             -10.5868               0.0000
    2    -1           -2594.5388             -22.3582               0.0000
    2     0           -2337.2677             -12.3213               0.0000
    2     1            3047.7049              -5.0276               0.0000
    2     2            1657.8936               0.2259               0.0000
    3    -3            -524.7109              -3.4959               0.0000
    3    -2             269.7173              -5.0728               0.0000
    3    -1            -198.9521               6.0478               0.0000
    3     0            1336.4789               0.0425               0.0000
    3     1           -2305.8675              -4.1896               0.0000
    3     2            1246.2954              -2.5072               0.0000
    3     3             672.4974              -8.4164               0.0000
    4    -4            -305.3941              -0.7451               0.0000
    4    -3             145.1327               4.2695               0.0000
    4    -2            -225.2168               2.3529               0.0000
    4    -1             282.1551               2.1265               0.0000
    4     0             920.4551              -1.9408               0.0000
    4     1             797.9390               2.4831               0.0000
    4     2             210.7037              -8.3695               0.0000
    4     3            -379.8380               4.8662               0.0000
    4     4             100.0172              -2.5059               0.0000
    5    -5             103.8451              -0.5663               0.0000
    5    -4             -19.5730               4.2874               0.0000
    5    -3            -123.4377               1.5460               0.0000
    5    -2             180.2130               2.2150               0.0000
    5    -1              42.6374               0.1235               0.0000
    5     0            -226.9082              -1.2904               0.0000
    5     1             354.5300               0.5603               0.0000
    5     2             208.9474              -2.2122               0.0000
    5     3            -136.5543              -1.1232               0.0000
    5     4            -168.0708               0.5636               0.0000
    5     5             -13.5218               0.3361               0.0000
    6    -6              50.9507               1.4670               0.0000
    6    -5               0.2585               0.2670               0.0000
    6    -4             -63.5216              -0.6032               0.0000
    6    -3              63.6141              -0.4229               0.0000
    6    -2              54.8046              -1.9127               0.0000
    6    -1             -20.3002              -0.3095               0.0000
    6     0              73.6122               0.0367               0.0000
    6     1              69.5333              -0.0468               0.0000
    6     2              76.7745               0.1471               0.0000
    6     3            -151.3488               1.9051               0.0000
    6     4             -14.5813              -1.7321               0.0000
    6     5              14.6048              -0.5215               0.0000
    6     6             -86.3590               1.3919               0.0000
    7    -7              -4.6081               0.3063               0.0000
    7    -6             -26.3124              -0.2096               0.0000
    7    -5              10.9369              -0.8404               0.0000
    7    -4              25.3683               0.0563               0.0000
    7    -3               6.8392              -0.0134               0.0000
    7    -2             -22.5923               0.2503               0.0000
    7    -1             -61.1265               0.7629               0.0000
    7     0              79.8295               0.0571               0.0000
    7     1             -74.4367              -0.0776               0.0000
    7     2              -1.6212              -0.5535               0.0000
    7     3              38.7458               1.1514               0.0000
    7     4              12.2926               0.5625               0.0000
    7     5               9.3547               0.4729               0.0000
    7     6               5.4313              -0.6082               0.0000
    7     7               1.9489               0.7698               0.0000
    8    -8               0.0065               0.2448               0.0000
    8    -7             -12.7984               0.4759               0.0000
    8    -6               7.5978              -0.2271               0.0000
    8    -5              16.2201               0.1503               0.0000
    8    -4             -19.7270               0.4322               0.0000
    8    -3               9.8398               0.2877               0.0000
    8    -2             -20.8604               0.1550               0.0000
    8    -1              11.1854              -0.0763               0.0000
