-7669.979165   -29.000000   -25.153262    -3.846738
-7669.937498   -27.000000   -23.891979    -3.108021
-7669.895832   -29.000000   -25.324058    -3.675942
-7669.854165   -30.000000   -26.087294    -3.912706
-7669.812498   -31.000000   -26.842927    -4.157073
-7669.770832   -31.000000   -26.891750    -4.108250
-7669.729165   -27.000000   -24.099578    -2.900422
-7669.687498   -22.000000   -20.517876    -1.482124
-7669.645832   -21.000000   -19.702230    -1.297770
-7669.604165   -20.000000   -18.931428    -1.068572
-7669.562498   -20.000000   -18.875786    -1.124214
-7669.520832   -19.000000   -18.136848    -0.863152
-7669.479165   -20.000000   -18.798931    -1.201069
-7669.437498   -22.000000   -20.202101    -1.797899
-7669.395832   -22.000000   -20.228143    -1.771857
-7669.354165   -21.000000   -19.527661    -1.472339
-7669.312498   -20.000000   -18.803660    -1.196340
-7669.270832   -18.000000   -17.364742    -0.635258
-7669.229165   -17.000000   -16.606470    -0.393530
-7669.187498   -16.000000   -15.855186    -0.144814
-7669.145832   -15.000000   -15.103725     0.103725
-7669.104165   -10.000000   -11.529255     1.529255
-7669.062498   -20.000000   -18.459098    -1.540902
-7669.020832   -26.000000   -22.820326    -3.179674
-7668.979165   -23.000000   -20.855135    -2.144865
-7668.937498   -23.000000   -20.862739    -2.137261
-7668.895832   -21.000000   -19.467805    -1.532195
-7668.854165   -21.000000   -19.442717    -1.557283
-7668.812498   -21.000000   -19.436622    -1.563378
-7668.770832   -18.000000   -17.317625    -0.682375
-7668.729165   -14.000000   -14.436757     0.436757
-7668.687498   -11.000000   -12.218436     1.218436
-7668.645832    -9.000000   -10.701443     1.701443
-7668.604165    -7.000000    -9.195195     2.195195
-7668.562498    -8.000000    -9.805794     1.805794
-7668.520832    -9.000000   -10.472334     1.472334
-7668.479165   -17.000000   -16.099487    -0.900513
-7668.437498   -21.000000   -19.052003    -1.947997
-7668.395832   -22.000000   -19.877555    -2.122445
-7668.354165   -25.000000   -22.067483    -2.932517
-7668.312498   -29.000000   -24.988601    -4.011399
-7668.270832   -30.000000   -25.823411    -4.176589
-7668.229165   -23.000000   -20.972891    -2.027109
-7668.187498   -24.000000   -21.600456    -2.399544
-7668.145832   -35.000000   -29.364949    -5.635051
-7668.104165   -40.000000   -33.107532    -6.892468
-7668.062498   -46.000000   -37.529718    -8.470282
-7668.020832   -51.000000   -41.273368    -9.726632
-7667.979165   -48.000000   -39.372945    -8.627055
-7667.937498   -44.000000   -36.621047    -7.378953
-7667.895832   -45.000000   -37.320227    -7.679773
-7667.854165   -41.000000   -34.545404    -6.454596
-7667.812498   -37.000000   -31.686043    -5.313957
-7667.770832   -31.000000   -27.379080    -3.620920
-7667.729165   -33.000000   -28.653744    -4.346256
-7667.687498   -35.000000   -30.047228    -4.952772
-7667.645832   -37.000000   -31.480628    -5.519372
-7667.604165   -42.000000   -35.052082    -6.947918
-7667.562498   -40.000000   -33.757143    -6.242857
-7667.520832   -28.000000   -25.308576    -2.691424
-7667.479165   -24.000000   -22.279768    -1.720232
-7667.437498   -26.000000   -23.538071    -2.461929
-7667.395832   -28.000000   -24.911856    -3.088144
-7667.354165   -22.000000   -20.683920    -1.316080
-7667.312498   -23.000000   -21.265197    -1.734803
-7667.270832   -24.000000   -21.932131    -2.067869
-7667.229165   -24.000000   -21.921056    -2.078944
-7667.187498   -20.000000   -19.083749    -0.916251
-7667.145832   -32.000000   -27.459364    -4.540636
-7667.104165   -39.000000   -32.583403    -6.416597
-7667.062498   -48.000000   -39.133026    -8.866974
-7667.020832   -59.000000   -47.159718   -11.840282
-7666.979165   -63.000000   -50.326785   -12.673215
-7666.937498   -69.000000   -54.817418   -14.182582
-7666.895832   -72.000000   -57.208049   -14.791951
-7666.854165   -73.000000   -58.138459   -14.861541
-7666.812498   -69.000000   -55.485998   -13.514002
-7666.770832   -63.000000   -51.302046   -11.697954
-7666.729165   -66.000000   -53.373322   -12.626678
-7666.687498   -69.000000   -55.564149   -13.435851
-7666.645832   -59.000000   -48.619414   -10.380586
-7666.604165   -61.000000   -49.909608   -11.090392
-7666.562498   -64.000000   -52.041494   -11.958506
-7666.520832   -65.000000   -52.820089   -12.179911
-7666.479165   -69.000000   -55.703529   -13.296471
-7666.437498   -55.000000   -45.946811    -9.053189
-7666.395832   -53.000000   -44.337911    -8.662089
-7666.354165   -57.000000   -47.063320    -9.936680
-7666.312498   -67.000000   -54.153475   -12.846525
-7666.270832   -70.000000   -56.471580   -13.528420
-7666.229165   -65.000000   -53.091176   -11.908824
-7666.187498   -65.000000   -53.081195   -11.918805
-7666.145832   -78.000000   -62.276657   -15.723343
-7666.104165   -89.000000   -70.313117   -18.686883
-7666.062498   -95.000000   -74.888022   -20.111978
-7666.020832   -96.000000   -75.889312   -20.110688
-7665.979165   -83.000000   -66.916265   -16.083735
-7665.937498   -79.000000   -63.989378   -15.010622
-7665.895832   -79.000000   -63.924009   -15.075991
-7665.854165   -74.000000   -60.395674   -13.604326
-7665.812498   -77.000000   -62.431613   -14.568387
-7665.770832   -75.000000   -61.058988   -13.941012
-7665.729165   -67.000000   -55.399836   -11.600164
