% Magnetic field model coefficients
% nmax:  15
% epoch: 2007.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    1    -1            5031.0234             -26.3649               0.0000
    1     0          -29530.0527              11.4910               0.0000
    1     1           -1636.9050              17.3900               0.0000
    2    -2            -536.6988             -12.1449               0.0000
    2    -1           -2639.0775             -22.0447               0.0000
    2     0           -2361.6193             -11.7744               0.0000
    2     1            3037.8967              -4.4479               0.0000
    2     2            1660.2140               3.0263               0.0000
    3    -3            -530.5788              -1.6922               0.0000
    3    -2             260.4988              -3.3705               0.0000
    3    -1            -186.3428               7.6318               0.0000
    3     0            1336.7660               0.7220               0.0000
    3     1           -2314.4861              -4.1067               0.0000
    3     2            1240.5534              -3.3557               0.0000
    3     3             657.1088              -6.5179               0.0000
    4    -4            -306.8521              -0.6400               0.0000
    4    -3             153.2265               3.7365               0.0000
    4    -2            -220.3457               2.8476               0.0000
    4    -1             285.6181               0.6942               0.0000
    4     0             916.8924              -1.5820               0.0000
    4     1             802.9239               2.2945               0.0000
    4     2             193.5849              -9.0589               0.0000
    4     3            -370.3830               4.3764               0.0000
    4     4              95.7338              -1.5179               0.0000
    5    -5             102.8187              -0.6191               0.0000
    5    -4             -11.1244               3.9567               0.0000
    5    -3            -120.6894               0.9090               0.0000
    5    -2             184.3508               1.6252               0.0000
    5    -1              43.1397               0.4544               0.0000
    5     0            -229.1164              -0.6791               0.0000
    5     1             355.5729               0.5095               0.0000
    5     2             205.0166              -1.5565               0.0000
    5     3            -138.8837              -1.0890               0.0000
    5     4            -166.7078               0.9999               0.0000
    5     5             -12.1624               1.5141               0.0000
    6    -6              53.4173               0.4870               0.0000
    6    -5               1.0237               0.6586               0.0000
    6    -4             -64.7551              -0.5657               0.0000
    6    -3              62.8176              -0.3727               0.0000
    6    -2              50.8091              -2.1810               0.0000
    6    -1             -20.7815              -0.0229               0.0000
    6     0              73.6060              -0.1400               0.0000
    6     1              69.3064              -0.2228               0.0000
    6     2              76.8525              -0.2125               0.0000
    6     3            -147.4841               1.9863               0.0000
    6     4             -18.0830              -1.7111               0.0000
    6     5              13.5982              -0.3157               0.0000
    6     6             -83.2592               1.8874               0.0000
    7    -7              -4.1233               0.1638               0.0000
    7    -6             -26.7546              -0.3267               0.0000
    7    -5               9.2636              -0.7804               0.0000
