% Magnetic field model coefficients
% nmax:  15
% epoch: 2017.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    7    -1             -53.0592               0.5184              -0.0617
    7     0              81.0518              -0.2276              -0.0945
    7     1             -76.6038              -0.3837              -0.1554
    7     2              -7.7613              -0.4358               0.0356
    7     3              54.1837               1.0600              -0.0818
    7     4              15.3538               0.0380              -0.0901
    7     5               7.9432              -0.6668               0.0220
    7     6              -4.7966              -1.0090              -0.0312
    7     7               7.0925               0.4206               0.1659
    8    -8               2.6756               0.1920              -0.0283
    8    -7              -8.2543               0.4660               0.0470
    8    -6               5.1170              -0.3878              -0.1089
    8    -5              15.7026              -0.2292               0.0029
    8    -4             -13.3543               0.6495               0.0448
    8    -3              13.0936              -0.1289              -0.0940
    8    -2             -17.2662               0.5047              -0.0019
    8    -1               9.5853              -0.1308               0.1071
    8     0              23.8331               0.0685               0.0731
    8     1               9.4692               0.4513               0.1522
    8     2             -17.0240              -0.0203               0.1138
    8     3              -2.0693               0.5334              -0.0268
    8     4             -20.9496              -0.1602               0.0013
    8     5              14.0385               0.3789               0.0311
    8     6              12.4074               0.4282               0.0968
    8     7             -16.4800              -0.1163               0.1337
    8     8              -1.4551               0.3352               0.0611
    9    -9               9.0113               0.2271              -0.0426
    9    -8              -2.9159               0.4726              -0.0073
    9    -7               0.7975              -0.0445               0.0650
    9    -6               7.8557               0.0436               0.0129
    9    -5              -6.6136               0.1388               0.0126
    9    -4              -6.2502               0.2879               0.0314
    9    -3              11.0448              -0.3220               0.0138
    9    -2              10.8715               0.1660               0.1170
    9    -1             -22.5648              -0.4855              -0.0641
    9     0               5.2879               0.0327               0.0624
    9     1               8.2827              -0.4740              -0.1964
    9     2               2.8521              -0.2349              -0.1148
    9     3              -2.3576               0.4426               0.0333
    9     4              -0.1109              -0.3496               0.0309
    9     5             -13.1996               0.0261               0.0081
    9     6               0.3357               0.2758               0.0553
    9     7               8.8277               0.0050              -0.0636
    9     8              -9.2504              -0.0429               0.0341
    9     9             -10.8469              -0.2125              -0.0526
   10   -10              -8.7863               0.0100               0.0590
   10    -9              -0.6841               0.2274               0.0067
   10    -8              -3.1861              -0.1441               0.0222
   10    -7              -4.1986              -0.0216               0.0056
   10    -6              -0.4286               0.1158               0.0258
   10    -5              -8.1632              -0.1180               0.0125
   10    -4               4.5630               0.0959               0.0218
   10    -3               4.0878              -0.2802              -0.0714
   10    -2              -0.4875              -0.1411              -0.0711
   10    -1               3.6142               0.3287               0.1544
   10     0              -1.8588               0.3827               0.2390
   10     1              -6.0393               0.3065               0.1678
   10     2               0.2625               0.2105               0.1724
   10     3               1.0322               0.1992              -0.0391
   10     4              -0.7544              -0.1033              -0.0116
   10     5               1.3358              -0.2165              -0.0190
   10     6              -0.7619              -0.0412               0.0105
   10     7               2.1172              -0.0444              -0.0367
   10     8               2.0276              -0.1684              -0.0114
   10     9              -2.0430              -0.1181              -0.0081
   10    10              -3.7958              -0.0434               0.0585
   11   -11              -2.5108              -0.0677               0.0174
   11   -10              -1.9847               0.0163              -0.0019
   11    -9              -2.7628              -0.0757               0.0164
   11    -8              -1.5167               0.0004               0.0320
   11    -7              -1.9548               0.0672              -0.0179
   11    -6              -0.1943              -0.0181              -0.0139
   11    -5               0.7025              -0.0045               0.0208
   11    -4              -0.8402               0.0816              -0.0334
   11    -3              -0.4956               0.1114               0.0388
   11    -2               2.2922               0.1887               0.0607
   11    -1              -0.1778              -0.0039               0.0411
   11     0               2.9758               0.0730               0.0692
   11     1              -1.6047              -0.2925              -0.1744
   11     2              -2.6900              -0.4094              -0.1938
   11     3               2.1804               0.0914               0.0278
   11     4              -0.8682              -0.0531              -0.0255
   11     5               0.4159              -0.1127              -0.0367
   11     6              -0.6889               0.0055              -0.0018
   11     7               0.0273              -0.0718              -0.0043
   11     8               1.5957              -0.0614              -0.0098
   11     9              -0.4116              -0.0851               0.0119
   11    10               0.3445              -0.0208               0.0323
   11    11               3.3333              -0.0670              -0.0025
   12   -12               0.6568              -0.0777              -0.0339
   12   -11              -0.1300              -0.0097              -0.0210
   12   -10              -0.9207              -0.0168               0.0090
   12    -9               0.1919              -0.0199               0.0062
   12    -8               0.3938               0.0547               0.0052
   12    -7              -0.1193              -0.0129               0.0066
   12    -6               0.7316               0.0188               0.0046
   12    -5               0.2102              -0.0313               0.0115
   12    -4              -2.0256               0.1217               0.0291
   12    -3               1.5017              -0.1602              -0.0340
   12    -2               0.4044              -0.1381              -0.0718
   12    -1              -1.0271               0.2933               0.2286
   12     0              -1.8620               0.2470               0.1533
   12     1              -0.0659               0.1916               0.0943
   12     2               0.7156               0.2451               0.1180
   12     3               1.3285               0.0181               0.0130
   12     4              -1.0619              -0.0786              -0.0079
   12     5               0.8194              -0.0121               0.0098
   12     6               0.1843               0.0070              -0.0258
   12     7               0.5236              -0.0264              -0.0178
   12     8              -0.3388               0.0094               0.0019
   12     9              -0.4640               0.0004               0.0067
   12    10               0.2060               0.0259               0.0315
   12    11              -1.0148               0.0079               0.0464
   12    12              -0.0652               0.0150               0.0280
   13   -13              -0.6965              -0.1226              -0.1175
   13   -12              -0.3885               0.0322               0.0158
   13   -11              -0.3337               0.0060               0.0246
   13   -10               0.4923              -0.0016              -0.0052
   13    -9               0.4826               0.0096               0.0039
   13    -8              -0.0570               0.0071               0.0197
   13    -7               0.3440              -0.0563              -0.0190
   13    -6              -0.0674               0.0323               0.0185
   13    -5              -1.2386               0.0509               0.0495
   13    -4              -0.4463              -0.0139              -0.0323
   13    -3               1.5746               0.0464               0.0370
   13    -2               0.5374               0.1059               0.0477
   13    -1              -0.9464               0.1312               0.1408
   13     0              -0.0858              -0.0650              -0.0480
   13     1              -1.0714              -0.2184              -0.1168
   13     2               0.2085              -0.2676              -0.1750
   13     3               0.5930               0.0568               0.0311
   13     4              -0.4061              -0.0329              -0.0434
   13     5               0.8809              -0.0889              -0.0411
   13     6              -0.1050               0.0660               0.0243
   13     7               0.8198              -0.0208              -0.0186
   13     8              -0.1172               0.0171               0.0113
   13     9               0.4062               0.0076              -0.0090
   13    10               0.1167               0.0386               0.0155
   13    11               0.4873               0.0144              -0.0053
   13    12              -0.4248              -0.0640              -0.0270
   13    13              -0.3644              -0.0038              -0.0049
   14   -14              -0.3500              -0.0512              -0.0801
   14   -13              -0.3287              -0.0338              -0.0055
   14   -12              -0.1034              -0.0607              -0.0232
   14   -11               0.2430               0.0086              -0.0118
   14   -10              -0.0197              -0.0450              -0.0051
   14    -9               0.3855              -0.0029              -0.0005
   14    -8               0.0440              -0.0047               0.0136
   14    -7               0.3998               0.0217               0.0043
   14    -6               0.3261               0.0032               0.0031
   14    -5              -0.0968              -0.0172              -0.0071
   14    -4               0.4823               0.0199              -0.0097
   14    -3               0.3245              -0.0635              -0.0318
   14    -2              -0.6236              -0.0992              -0.0532
   14    -1               0.4153               0.3150               0.2281
   14     0              -0.2553              -0.0437              -0.0487
   14     1               0.3724               0.1226               0.0803
   14     2              -0.1025               0.1790               0.0954
   14     3              -0.0125               0.0379               0.0359
   14     4              -0.0770               0.0197               0.0063
   14     5               0.2405               0.0072              -0.0009
   14     6              -0.0065              -0.0529              -0.0397
   14     7              -0.1301              -0.0200              -0.0195
   14     8               0.3230               0.0131               0.0055
   14     9               0.0721               0.0254               0.0089
   14    10               0.6655               0.0052               0.0153
   14    11              -0.2568               0.0360               0.0262
   14    12               0.3830               0.0357               0.0086
   14    13               0.1838              -0.0349              -0.0251
   14    14              -0.1968              -0.1887              -0.1162
   15   -15               0.0348               0.1397               0.0792
   15   -14              -0.0523               0.0554               0.0431
   15   -13               0.0598              -0.0442              -0.0359
   15   -12              -0.2533               0.0003               0.0048
   15   -11              -0.1652               0.0166               0.0261
   15   -10               0.0143              -0.0294              -0.0166
   15    -9               0.1259              -0.0075              -0.0095
   15    -8              -0.1529               0.0252               0.0220
   15    -7               0.2588              -0.0391              -0.0213
   15    -6               0.1627               0.0742               0.0492
   15    -5               0.1020               0.0753               0.0427
   15    -4               0.1087              -0.0155              -0.0160
   15    -3               0.3225               0.0458               0.0256
   15    -2               0.0708               0.0778               0.0524
   15    -1               0.6703               0.3022               0.2415
   15     0               0.0452              -0.1687              -0.1144
   15     1               0.3080              -0.2289              -0.1280
   15     2              -0.1494              -0.1855              -0.1090
   15     3               0.2975               0.0181               0.0226
   15     4              -0.2431              -0.0663              -0.0396
   15     5               0.1158              -0.0654              -0.0485
   15     6              -0.0654               0.0357               0.0180
   15     7              -0.0699               0.0055              -0.0030
   15     8               0.0734              -0.0170              -0.0014
   15     9              -0.2531               0.0264               0.0112
   15    10              -0.1534               0.0328               0.0192
   15    11               0.2227               0.0119               0.0053
   15    12              -0.0085               0.0184               0.0043
   15    13              -0.0308              -0.0028              -0.0059
   15    14               0.1186               0.0110               0.0142
   15    15              -0.3853               0.0071               0.0093
