% Magnetic field model coefficients
% nmax:  15
% epoch: 2006.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    1    -1            5055.2203             -24.1969               0.0000
    1     0          -29542.0522              11.9995               0.0000
    1     1           -1653.8143              16.9093               0.0000
    2    -2            -525.8726             -10.8262               0.0000
    2    -1           -2616.8970             -22.1805               0.0000
    2     0           -2349.5890             -12.0303               0.0000
    2     1            3042.6773              -4.7806               0.0000
    2     2            1658.1195               2.0945               0.0000
    3    -3            -528.2068              -2.3720               0.0000
    3    -2             264.6445              -4.1457               0.0000
    3    -1            -192.9043               6.5615               0.0000
    3     0            1336.5214               0.2446               0.0000
    3     1           -2310.0571              -4.4290               0.0000
    3     2            1243.7882              -3.2348               0.0000
    3     3             664.0810              -6.9722               0.0000
    4    -4            -306.1392              -0.7129               0.0000
    4    -3             149.4022               3.8243               0.0000
    4    -2            -222.8639               2.5182               0.0000
    4    -1             284.2816               1.3365               0.0000
    4     0             918.5143              -1.6219               0.0000
    4     1             800.4221               2.5018               0.0000
    4     2             202.3342              -8.7493               0.0000
    4     3            -374.9718               4.5888               0.0000
    4     4              97.5113              -1.7775               0.0000
    5    -5             103.2788              -0.4601               0.0000
    5    -4             -15.2856               4.1612               0.0000
    5    -3            -121.8917               1.2023               0.0000
    5    -2             182.4280               1.9228               0.0000
    5    -1              42.7609               0.3788               0.0000
    5     0            -228.1986              -0.9178               0.0000
    5     1             355.0903               0.4826               0.0000
    5     2             206.7352              -1.7186               0.0000
    5     3            -137.6775              -1.2062               0.0000
    5     4            -167.5072               0.7994               0.0000
    5     5             -13.1857               1.0233               0.0000
    6    -6              52.4177               0.9996               0.0000
    6    -5               0.5255               0.4982               0.0000
    6    -4             -64.1248              -0.6303               0.0000
    6    -3              63.1912              -0.3736               0.0000
    6    -2              52.8919              -2.0828               0.0000
    6    -1             -20.6097              -0.1718               0.0000
    6     0              73.6489              -0.0429               0.0000
    6     1              69.4865              -0.1801               0.0000
    6     2              76.9216              -0.0691               0.0000
    6     3            -149.4437               1.9596               0.0000
    6     4             -16.3134              -1.7696               0.0000
    6     5              14.0833              -0.4851               0.0000
    6     6             -84.9671               1.7079               0.0000
    7    -7              -4.3018               0.1785               0.0000
    7    -6             -26.5220              -0.2326               0.0000
    7    -5              10.0965              -0.8329               0.0000
    7    -4              25.4246              -0.0485               0.0000
    7    -3               6.8258              -0.0060               0.0000
    7    -2             -22.3420               0.2584               0.0000
    7    -1             -60.3636               0.6507               0.0000
    7     0              79.8866               0.1098               0.0000
    7     1             -74.5143              -0.1165               0.0000
    7     2              -2.1747              -0.6433               0.0000
    7     3              39.8972               1.2358               0.0000
    7     4              12.8551               0.4253               0.0000
    7     5               9.8276               0.3135               0.0000
    7     6               4.8231              -0.7303               0.0000
    7     7               2.7187               0.7179               0.0000
    8    -8               0.2513               0.2479               0.0000
    8    -7             -12.3225               0.4363               0.0000
    8    -6               7.3707              -0.1321               0.0000
    8    -5              16.3704               0.1147               0.0000
    8    -4             -19.2948               0.4422               0.0000
    8    -3              10.1275               0.3628               0.0000
    8    -2             -20.7054               0.1251               0.0000
    8    -1              11.1091              -0.0705               0.0000
    8     0              24.7881              -0.0733               0.0000
    8     1               7.7399               0.1086               0.0000
    8     2             -12.2915              -0.5291               0.0000
    8     3              -6.7152               0.2129               0.0000
    8     4             -18.3494              -0.2156               0.0000
    8     5              10.4534               0.3301               0.0000
    8     6               9.7888               0.3188               0.0000
    8     7             -11.8303              -0.6107               0.0000
    8     8              -4.4342               0.2686               0.0000
    9    -9               6.2142               0.2229               0.0000
    9    -8              -7.5094               0.3094               0.0000
    9    -7               2.7790              -0.1595               0.0000
    9    -6               8.0431              -0.0469               0.0000
    9    -5              -8.0685               0.1643               0.0000
    9    -4              -6.8217              -0.1009               0.0000
    9    -3              12.7080               0.0569               0.0000
    9    -2              12.4854              -0.2444               0.0000
    9    -1             -20.1441              -0.0752               0.0000
    9     0               5.6049               0.0126               0.0000
    9     1               9.7596              -0.0378               0.0000
    9     2               3.6736              -0.0165               0.0000
    9     3              -6.6288               0.3511               0.0000
    9     4               4.7204              -0.3432               0.0000
    9     5             -11.1226              -0.3770               0.0000
    9     6              -1.1870               0.0970               0.0000
    9     7               8.6848              -0.0716               0.0000
    9     8              -7.0981              -0.3970               0.0000
    9     9              -9.4056              -0.1849               0.0000
   10   -10              -7.9995              -0.0780               0.0000
   10    -9              -2.3050               0.0570               0.0000
   10    -8              -1.0831              -0.2330               0.0000
   10    -7              -3.5994              -0.0824               0.0000
   10    -6              -0.9814               0.0020               0.0000
   10    -5              -6.7232              -0.1084               0.0000
   10    -4               4.7182              -0.0610               0.0000
   10    -3               4.5430               0.0548               0.0000
   10    -2               0.0711              -0.0196               0.0000
   10    -1               2.2872               0.1476               0.0000
   10     0              -2.1052               0.0334               0.0000
   10     1              -6.1402              -0.0281               0.0000
   10     2               1.3303              -0.1014               0.0000
   10     3              -2.1601               0.2592               0.0000
   10     4              -0.1210               0.0038               0.0000
   10     5               2.9296              -0.1373               0.0000
   10     6               0.1299              -0.1461               0.0000
   10     7               2.0636               0.0171               0.0000
   10     8               3.6045              -0.1375               0.0000
   10     9              -0.3679              -0.1827               0.0000
   10    10              -2.2682              -0.1350               0.0000
   11   -11              -1.5212              -0.0968               0.0000
   11   -10              -1.8771               0.0024               0.0000
   11    -9              -1.6706              -0.1003               0.0000
   11    -8              -1.1135              -0.0369               0.0000
   11    -7              -2.6569               0.0276               0.0000
   11    -6              -0.5566               0.0446               0.0000
   11    -5               0.8955               0.0017               0.0000
   11    -4              -2.1750               0.0905               0.0000
   11    -3              -0.7326               0.0279               0.0000
   11    -2               1.5026               0.0341               0.0000
   11    -1               0.3009              -0.0374               0.0000
   11     0               2.9687              -0.0068               0.0000
   11     1              -1.5938               0.0351               0.0000
   11     2              -1.8867              -0.0313               0.0000
   11     3               1.4422               0.0373               0.0000
   11     4              -0.3601              -0.0297               0.0000
   11     5               0.3375               0.0613               0.0000
   11     6              -0.8112              -0.0092               0.0000
   11     7               0.4847              -0.0373               0.0000
   11     8               1.8161              -0.0022               0.0000
   11     9               0.1601               0.0114               0.0000
   11    10               0.9313              -0.0489               0.0000
   11    11               3.9492              -0.0173               0.0000
   12   -12               0.8870              -0.0193               0.0000
   12   -11              -0.3024               0.0248               0.0000
   12   -10              -0.8635               0.0059               0.0000
   12    -9               0.2874              -0.0029               0.0000
   12    -8               0.0203               0.0126               0.0000
   12    -7               0.0130              -0.0113               0.0000
   12    -6               0.4284               0.0377               0.0000
   12    -5               0.5976              -0.0164               0.0000
   12    -4              -2.6192               0.0195               0.0000
   12    -3               2.3227              -0.0531               0.0000
   12    -2               0.2113               0.0190               0.0000
   12    -1              -0.5696              -0.0557               0.0000
   12     0              -2.1820              -0.0002               0.0000
   12     1              -0.2785               0.0035               0.0000
   12     2               0.2318               0.0297               0.0000
   12     3               0.9061               0.0384               0.0000
   12     4              -0.4463              -0.0462               0.0000
   12     5               0.9611               0.0003               0.0000
   12     6              -0.2652               0.0428               0.0000
   12     7               0.4844               0.0172               0.0000
   12     8              -0.3696              -0.0055               0.0000
   12     9              -0.3519               0.0070               0.0000
   12    10               0.0949               0.0349               0.0000
   12    11              -0.5683              -0.0479               0.0000
   12    12              -0.0390               0.0360               0.0000
   13   -13              -0.8136              -0.0142               0.0000
   13   -12              -0.5791               0.0218               0.0000
   13   -11              -0.2253              -0.0021               0.0000
   13   -10               0.3937               0.0177               0.0000
   13    -9               0.5099              -0.0139               0.0000
   13    -8               0.1865              -0.0128               0.0000
   13    -7               0.6032              -0.0207               0.0000
   13    -6              -0.0335              -0.0115               0.0000
   13    -5              -1.0898              -0.0177               0.0000
   13    -4              -0.5574              -0.0250               0.0000
   13    -3               1.7291              -0.0067               0.0000
   13    -2               0.3379              -0.0004               0.0000
   13    -1              -0.7557              -0.0083               0.0000
   13     0              -0.1487              -0.0121               0.0000
   13     1              -0.8807              -0.0177               0.0000
   13     2               0.2974               0.0053               0.0000
   13     3               0.3085               0.0486               0.0000
   13     4              -0.4213              -0.0069               0.0000
   13     5               1.1640              -0.0314               0.0000
   13     6              -0.3561               0.0105               0.0000
   13     7               0.7781               0.0016               0.0000
   13     8              -0.2410               0.0220               0.0000
   13     9               0.3667              -0.0036               0.0000
   13    10              -0.0248               0.0079               0.0000
   13    11               0.4078              -0.0039               0.0000
   13    12              -0.1300              -0.0211               0.0000
   13    13              -0.2153               0.0064               0.0000
   14   -14              -0.3466              -0.0125               0.0000
   14   -13              -0.2093              -0.0182               0.0000
   14   -12               0.1316              -0.0204               0.0000
   14   -11               0.0811               0.0185               0.0000
   14   -10               0.1976              -0.0140               0.0000
   14    -9               0.3673               0.0060               0.0000
   14    -8               0.2345              -0.0142               0.0000
   14    -7               0.2952               0.0088               0.0000
   14    -6               0.3453              -0.0035               0.0000
   14    -5              -0.0747               0.0085               0.0000
   14    -4               0.4366               0.0139               0.0000
   14    -3               0.3423               0.0103               0.0000
   14    -2              -0.6985               0.0062               0.0000
   14    -1               0.4379              -0.0102               0.0000
   14     0              -0.3584              -0.0110               0.0000
   14     1               0.2930               0.0031               0.0000
   14     2              -0.1482              -0.0228               0.0000
   14     3              -0.1888               0.0040               0.0000
   14     4              -0.1132               0.0012               0.0000
   14     5               0.2163              -0.0017               0.0000
   14     6              -0.0535               0.0019               0.0000
   14     7              -0.1384              -0.0014               0.0000
   14     8               0.2725               0.0027               0.0000
   14     9              -0.0231               0.0072               0.0000
   14    10               0.6482               0.0152               0.0000
   14    11              -0.3600               0.0032               0.0000
   14    12               0.2826               0.0130               0.0000
   14    13               0.2421               0.0100               0.0000
   14    14               0.1381              -0.0302               0.0000
   15   -15              -0.0323              -0.0223               0.0000
   15   -14               0.0045              -0.0026               0.0000
   15   -13               0.2017              -0.0215               0.0000
   15   -12              -0.3175               0.0157               0.0000
   15   -11              -0.0961              -0.0009               0.0000
   15   -10              -0.0079               0.0012               0.0000
   15    -9               0.1050               0.0018               0.0000
   15    -8              -0.2085               0.0089               0.0000
   15    -7               0.2807               0.0035               0.0000
   15    -6               0.0860               0.0032               0.0000
   15    -5               0.0146               0.0028               0.0000
   15    -4               0.0428              -0.0188               0.0000
   15    -3               0.2136               0.0018               0.0000
   15    -2               0.0494              -0.0019               0.0000
   15    -1               0.5950              -0.0087               0.0000
   15     0               0.1678               0.0090               0.0000
   15     1               0.4419              -0.0047               0.0000
   15     2               0.0671              -0.0001               0.0000
   15     3               0.4503               0.0009               0.0000
   15     4              -0.0625              -0.0114               0.0000
   15     5               0.0906              -0.0042               0.0000
   15     6              -0.1089              -0.0015               0.0000
   15     7              -0.1371              -0.0010               0.0000
   15     8               0.1572              -0.0044               0.0000
   15     9              -0.2768               0.0005               0.0000
   15    10              -0.2025              -0.0049               0.0000
   15    11               0.2390              -0.0019               0.0000
   15    12              -0.0122              -0.0136               0.0000
   15    13              -0.1348               0.0305               0.0000
   15    14               0.1178               0.0070               0.0000
   15    15              -0.1924              -0.0106               0.0000
