% Magnetic field model coefficients
% nmax:  15
% epoch: 2015.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    7    -5               3.2831              -0.9287              -0.1975
    7    -4              24.4722              -0.1970              -0.1171
    7    -3               5.5625              -0.2923              -0.1817
    7    -2             -19.4245               0.5411               0.1012
    7    -1             -54.1995               0.6406               0.0068
    7     0              81.3752              -0.0681              -0.6172
    7     1             -76.0968              -0.1374              -0.1081
    7     2              -6.8034              -0.4421               0.3074
    7     3              51.8863               1.2573              -0.0722
    7     4              15.0867               0.1822              -0.0359
    7     5               9.3437              -0.7128              -0.0763
    7     6              -2.8611              -0.9213              -0.0833
    7     7               6.6175               0.1296               0.0044
    8    -8               2.2135               0.2517               0.0807
    8    -7              -9.1099               0.3701               0.0907
    8    -6               5.6360              -0.2022               0.1278
    8    -5              16.1717              -0.2262              -0.0134
    8    -4             -14.5836               0.5942               0.1365
    8    -3              13.1770               0.0770              -0.0622
    8    -2             -18.2606               0.4444              -0.1493
    8    -1              10.0080              -0.3145               0.1117
    8     0              23.8685              -0.1296               0.3086
    8     1               8.9066               0.1362               0.1689
    8     2             -16.8098              -0.2900               0.1266
    8     3              -3.1918               0.5103              -0.0754
    8     4             -20.6049              -0.1766               0.0223
    8     5              13.3255               0.3275               0.0578
    8     6              11.7440               0.2266               0.1351
    8     7             -15.9824              -0.3744               0.1059
    8     8              -1.9884               0.2429              -0.0412
    9    -9               8.4271               0.3094               0.0000
    9    -8              -3.8898               0.4785               0.0000
    9    -7               1.0356              -0.1700               0.0000
    9    -6               7.7838               0.0356               0.0000
    9    -5              -6.8794               0.1196               0.0000
    9    -4              -6.7643               0.2295               0.0000
    9    -3              11.7080              -0.3610               0.0000
    9    -2              10.8263              -0.0528               0.0000
    9    -1             -21.6862              -0.3757               0.0000
    9     0               5.3079              -0.0487               0.0000
    9     1               8.7900              -0.0503               0.0000
    9     2               3.0745               0.0401               0.0000
    9     3              -3.1629               0.4220               0.0000
    9     4               0.6648              -0.4158               0.0000
    9     5             -13.2224              -0.0037               0.0000
    9     6              -0.1065               0.1677               0.0000
    9     7               8.6659               0.1204               0.0000
    9     8              -9.0689              -0.1131               0.0000
    9     9             -10.5313              -0.1038               0.0000
   10   -10              -8.7009              -0.0720               0.0000
   10    -9              -1.1279               0.2181               0.0000
   10    -8              -2.8511              -0.1722               0.0000
   10    -7              -4.1529              -0.0185               0.0000
   10    -6              -0.6112               0.0484               0.0000
   10    -5              -7.8908              -0.1251               0.0000
   10    -4               4.4175               0.0810               0.0000
   10    -3               4.4814              -0.1354               0.0000
   10    -2              -0.3858              -0.0192               0.0000
   10    -1               3.2530               0.0804               0.0000
   10     0              -2.0615              -0.1054               0.0000
   10     1              -6.2885              -0.0614               0.0000
   10     2               0.1907              -0.1244               0.0000
   10     3               0.5225               0.2357               0.0000
   10     4              -0.6029              -0.0944               0.0000
   10     5               1.7146              -0.1610               0.0000
   10     6              -0.6524              -0.0601               0.0000
   10     7               2.1378               0.0194               0.0000
   10     8               2.3392              -0.1334               0.0000
   10     9              -1.8131              -0.1200               0.0000
   10    10              -3.5804              -0.1299               0.0000
   11   -11              -2.3489              -0.1272               0.0000
   11   -10              -2.0150               0.0072               0.0000
   11    -9              -2.5778              -0.1109               0.0000
   11    -8              -1.4503              -0.0633               0.0000
   11    -7              -2.1261               0.0932               0.0000
   11    -6              -0.1829               0.0114               0.0000
   11    -5               0.7381              -0.0359               0.0000
   11    -4              -1.0851               0.1325               0.0000
   11    -3              -0.6030               0.0254               0.0000
   11    -2               2.1194               0.0344               0.0000
   11    -1              -0.0305              -0.1296               0.0000
   11     0               2.9801              -0.0045               0.0000
   11     1              -1.4129               0.0828               0.0000
   11     2              -2.2922              -0.0396               0.0000
   11     3               2.1006               0.0507               0.0000
   11     4              -0.7756              -0.0317               0.0000
   11     5               0.5656              -0.0559               0.0000
   11     6              -0.7106               0.0137               0.0000
   11     7               0.1487              -0.0610               0.0000
   11     8               1.6976              -0.0329               0.0000
   11     9              -0.2070              -0.1078               0.0000
   11    10               0.4555              -0.0632               0.0000
   11    11               3.4509              -0.0886               0.0000
   12   -12               0.7401               0.0025               0.0000
   12   -11              -0.1581               0.0224               0.0000
   12   -10              -0.8881              -0.0200               0.0000
   12    -9               0.2313              -0.0346               0.0000
   12    -8               0.2929               0.0537               0.0000
   12    -7              -0.0847              -0.0273               0.0000
   12    -6               0.7084              -0.0072               0.0000
   12    -5               0.3136              -0.0359               0.0000
   12    -4              -2.1966               0.0868               0.0000
   12    -3               1.6972              -0.0788               0.0000
   12    -2               0.4960               0.0544               0.0000
   12    -1              -1.1526              -0.1110               0.0000
   12     0              -2.0595              -0.0151               0.0000
   12     1              -0.2502              -0.0383               0.0000
   12     2               0.4851               0.0043               0.0000
   12     3               1.2773               0.0059               0.0000
   12     4              -0.9495              -0.0714               0.0000
   12     5               0.8679              -0.0135               0.0000
   12     6               0.1210               0.0708               0.0000
   12     7               0.5380              -0.0054               0.0000
   12     8              -0.3567               0.0248               0.0000
   12     9              -0.4463              -0.0185               0.0000
   12    10               0.2237              -0.0152               0.0000
   12    11              -0.9311              -0.0617               0.0000
   12    12              -0.0537              -0.0062               0.0000
   13   -13              -0.6970               0.0424               0.0000
   13   -12              -0.4169               0.0068               0.0000
   13   -11              -0.2957              -0.0393               0.0000
   13   -10               0.4831               0.0083               0.0000
   13    -9               0.4666              -0.0073               0.0000
   13    -8              -0.0316              -0.0181               0.0000
   13    -7               0.4195              -0.0270               0.0000
   13    -6              -0.0998               0.0056               0.0000
   13    -5              -1.2468              -0.0344               0.0000
   13    -4              -0.5146               0.0455               0.0000
   13    -3               1.5977              -0.0126               0.0000
   13    -2               0.4581              -0.0155               0.0000
   13    -1              -0.9145              -0.1089               0.0000
   13     0              -0.0654               0.0478               0.0000
   13     1              -0.8958               0.0337               0.0000
   13     2               0.3754               0.0243               0.0000
   13     3               0.5778              -0.0063               0.0000
   13     4              -0.3984               0.0387               0.0000
   13     5               0.9677              -0.0214               0.0000
   13     6              -0.1990               0.0250               0.0000
   13     7               0.8129               0.0014               0.0000
   13     8              -0.1239               0.0004               0.0000
   13     9               0.3787               0.0106               0.0000
   13    10               0.0768               0.0108               0.0000
   13    11               0.4486               0.0064               0.0000
   13    12              -0.3569              -0.0148               0.0000
   13    13              -0.3691               0.0185               0.0000
   14   -14              -0.4176               0.0414               0.0000
   14   -13              -0.2880              -0.0032               0.0000
   14   -12              -0.0377              -0.0183               0.0000
   14   -11               0.1942               0.0219               0.0000
   14   -10               0.0482              -0.0223               0.0000
   14    -9               0.3787               0.0031               0.0000
   14    -8               0.0800              -0.0171               0.0000
   14    -7               0.3527               0.0019               0.0000
   14    -6               0.3215              -0.0094               0.0000
   14    -5              -0.0670               0.0049               0.0000
   14    -4               0.4263               0.0195               0.0000
   14    -3               0.3692              -0.0129               0.0000
   14    -2              -0.5240               0.0251               0.0000
   14    -1               0.2834              -0.0955               0.0000
   14     0              -0.3142               0.0254               0.0000
   14     1               0.2544              -0.0238               0.0000
   14     2              -0.2618              -0.0064               0.0000
   14     3              -0.0211              -0.0040               0.0000
   14     4              -0.1183              -0.0052               0.0000
   14     5               0.2412               0.0136               0.0000
   14     6               0.0212               0.0269               0.0000
   14     7              -0.1311               0.0071               0.0000
   14     8               0.3065              -0.0039               0.0000
   14     9               0.0407               0.0068               0.0000
   14    10               0.6793              -0.0066               0.0000
   14    11              -0.2713              -0.0057               0.0000
   14    12               0.3299               0.0200               0.0000
   14    13               0.1939              -0.0166               0.0000
   14    14              -0.0924               0.0604               0.0000
   15   -15              -0.0724              -0.0413               0.0000
   15   -14              -0.0836              -0.0125               0.0000
   15   -13               0.0831               0.0013               0.0000
   15   -12              -0.2483               0.0030               0.0000
   15   -11              -0.1461              -0.0237               0.0000
   15   -10               0.0327               0.0089               0.0000
   15    -9               0.1137              -0.0022               0.0000
   15    -8              -0.1673              -0.0036               0.0000
   15    -7               0.2907              -0.0114               0.0000
   15    -6               0.1303              -0.0117               0.0000
   15    -5               0.0556              -0.0003               0.0000
   15    -4               0.0774               0.0252               0.0000
   15    -3               0.2729               0.0192               0.0000
   15    -2               0.0098              -0.0140               0.0000
   15    -1               0.5382              -0.1003               0.0000
   15     0               0.1207               0.0466               0.0000
   15     1               0.4833               0.0098               0.0000
   15     2               0.0098              -0.0244               0.0000
   15     3               0.3196              -0.0240               0.0000
   15     4              -0.1884               0.0003               0.0000
   15     5               0.1317               0.0102               0.0000
   15     6              -0.1039               0.0056               0.0000
   15     7              -0.0850              -0.0018               0.0000
   15     8               0.1051              -0.0058               0.0000
   15     9              -0.2735              -0.0054               0.0000
   15    10              -0.1808              -0.0030               0.0000
   15    11               0.2088              -0.0065               0.0000
   15    12              -0.0373              -0.0001               0.0000
   15    13              -0.0427               0.0100               0.0000
   15    14               0.1258              -0.0022               0.0000
   15    15              -0.3608              -0.0701               0.0000
