% Magnetic field model coefficients
% nmax:  15
% epoch: 2011.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    9    -2              11.3401              -0.1745               0.0149
    9    -1             -20.7591              -0.2247              -0.0415
    9     0               5.4374              -0.0527               0.0024
    9     1               9.3623              -0.0571               0.0595
    9     2               3.3421              -0.0286               0.0736
    9     3              -4.8487               0.4190               0.0318
    9     4               2.6424              -0.4499               0.0144
    9     5             -12.6255              -0.2278               0.0420
    9     6              -0.6023               0.1447               0.0180
    9     7               8.4015               0.0011               0.0525
    9     8              -8.6228              -0.2128               0.0209
    9     9             -10.1611              -0.1167               0.0052
   10   -10              -8.3823              -0.0598               0.0146
   10    -9              -1.8421               0.1336               0.0316
   10    -8              -2.1713              -0.1789               0.0265
   10    -7              -4.0140              -0.0591               0.0282
   10    -6              -0.9008               0.0596               0.0103
   10    -5              -7.3759              -0.1351               0.0113
   10    -4               4.4361              -0.0045               0.0436
   10    -3               4.7424               0.0106              -0.0111
   10    -2              -0.1511              -0.0393               0.0134
   10    -1               2.8545               0.0997               0.0050
   10     0              -1.9409               0.0019              -0.0346
   10     1              -6.3289              -0.0872              -0.0284
   10     2               0.7335              -0.1600              -0.0287
   10     3              -0.7344               0.2975              -0.0195
   10     4              -0.2583              -0.0671              -0.0041
   10     5               2.3748              -0.0968               0.0095
   10     6              -0.4273              -0.0895               0.0120
   10     7               2.1294              -0.0174              -0.0042
   10     8               2.9719              -0.1360              -0.0083
   10     9              -1.1520              -0.1493              -0.0089
   10    10              -2.9572              -0.1625              -0.0219
   11   -11              -1.9324              -0.0750               0.0062
   11   -10              -1.9764              -0.0273               0.0091
   11    -9              -2.1955              -0.0991              -0.0012
   11    -8              -1.3123              -0.0428              -0.0058
   11    -7              -2.4612               0.0651               0.0129
   11    -6              -0.3608               0.0200              -0.0109
   11    -5               0.8019              -0.0324               0.0026
   11    -4              -1.6534               0.1044              -0.0062
   11    -3              -0.6532              -0.0174              -0.0252
   11    -2               1.7766               0.0306              -0.0412
   11    -1               0.0490              -0.1120              -0.0630
   11     0               3.0427               0.0183              -0.0069
   11     1              -1.4330               0.0866               0.0545
   11     2              -2.0587              -0.0176               0.0031
   11     3               1.7852               0.0961               0.0008
   11     4              -0.5331              -0.0343              -0.0054
   11     5               0.5532               0.0079              -0.0295
   11     6              -0.7276               0.0318               0.0048
   11     7               0.3785              -0.0200              -0.0054
   11     8               1.7607              -0.0287              -0.0033
   11     9               0.0624              -0.0658              -0.0169
   11    10               0.6807              -0.0660              -0.0099
   11    11               3.6579              -0.0818               0.0066
   12   -12               0.8491              -0.0062              -0.0005
   12   -11              -0.2360               0.0037              -0.0048
   12   -10              -0.8720              -0.0120              -0.0090
   12    -9               0.2551              -0.0099              -0.0023
   12    -8               0.1693               0.0364               0.0008
   12    -7              -0.0353              -0.0103               0.0005
   12    -6               0.6300               0.0311              -0.0072
   12    -5               0.4652              -0.0264              -0.0004
   12    -4              -2.4513               0.0427               0.0005
   12    -3               2.0970              -0.0239               0.0250
   12    -2               0.3755               0.0748               0.0249
   12    -1              -0.9261              -0.0410               0.0295
   12     0              -2.1503               0.0113              -0.0005
   12     1              -0.2285              -0.0195              -0.0261
   12     2               0.3128              -0.0017              -0.0200
   12     3               1.1177               0.0494              -0.0093
   12     4              -0.6955              -0.0546               0.0124
   12     5               0.9494              -0.0008              -0.0001
   12     6              -0.0619               0.0436              -0.0005
   12     7               0.5292               0.0028              -0.0083
   12     8              -0.3974               0.0055               0.0039
   12     9              -0.3824              -0.0177              -0.0106
   12    10               0.2130               0.0092              -0.0086
   12    11              -0.8200              -0.0418               0.0088
   12    12               0.0349               0.0029               0.0017
   13   -13              -0.7743               0.0091              -0.0091
   13   -12              -0.5389               0.0075               0.0042
   13   -11              -0.2531              -0.0049               0.0011
   13   -10               0.4458               0.0050              -0.0021
   13    -9               0.4801              -0.0026               0.0024
   13    -8               0.0760              -0.0256               0.0041
   13    -7               0.5056              -0.0196              -0.0025
   13    -6              -0.0938              -0.0145               0.0066
   13    -5              -1.1906              -0.0228               0.0062
   13    -4              -0.6042               0.0045               0.0055
   13    -3               1.6421              -0.0371              -0.0189
   13    -2               0.3614              -0.0115              -0.0256
   13    -1              -0.8923              -0.0569              -0.0178
   13     0              -0.0975               0.0061              -0.0243
   13     1              -0.8918               0.0342               0.0363
   13     2               0.3334               0.0167               0.0027
   13     3               0.4970               0.0376              -0.0109
   13     4              -0.4146               0.0147               0.0055
   13     5               1.0501              -0.0233              -0.0080
   13     6              -0.2782               0.0238               0.0106
   13     7               0.7915               0.0040               0.0001
   13     8              -0.1506               0.0122              -0.0064
   13     9               0.3810               0.0056              -0.0036
   13    10               0.0187               0.0074               0.0038
   13    11               0.4280               0.0081               0.0050
   13    12              -0.2745              -0.0289              -0.0015
   13    13              -0.2775              -0.0121               0.0081
   14   -14              -0.3955              -0.0136              -0.0125
   14   -13              -0.2729              -0.0107              -0.0012
   14   -12               0.0401              -0.0201              -0.0069
   14   -11               0.1576               0.0093              -0.0067
   14   -10               0.1240              -0.0120               0.0003
   14    -9               0.3899               0.0072               0.0024
   14    -8               0.1522              -0.0108               0.0046
   14    -7               0.3277               0.0062               0.0067
   14    -6               0.3254              -0.0048               0.0024
   14    -5              -0.0734              -0.0037              -0.0043
   14    -4               0.4523               0.0006              -0.0044
   14    -3               0.4285               0.0221               0.0057
   14    -2              -0.6456               0.0392               0.0326
   14    -1               0.3859               0.0011               0.0159
   14     0              -0.3700               0.0035              -0.0049
   14     1               0.3123               0.0008              -0.0050
   14     2              -0.2632              -0.0208               0.0061
   14     3              -0.1480               0.0235               0.0145
   14     4              -0.0798               0.0143               0.0052
   14     5               0.2313               0.0050               0.0015
   14     6              -0.0280               0.0054              -0.0019
   14     7              -0.1373               0.0041              -0.0012
   14     8               0.3040               0.0113               0.0031
   14     9               0.0135               0.0075              -0.0032
   14    10               0.6768              -0.0009              -0.0005
   14    11              -0.3296               0.0050              -0.0030
   14    12               0.3231               0.0103               0.0046
   14    13               0.2492              -0.0054              -0.0048
   14    14               0.0095              -0.0155               0.0016
   15   -15              -0.0706              -0.0113              -0.0093
   15   -14              -0.0167               0.0077               0.0139
   15   -13               0.1258              -0.0166              -0.0057
   15   -12              -0.2753               0.0208               0.0108
   15   -11              -0.1034               0.0034               0.0034
   15   -10               0.0139               0.0070               0.0042
   15    -9               0.1096              -0.0017              -0.0014
   15    -8              -0.1726               0.0060              -0.0025
   15    -7               0.2950               0.0052              -0.0022
   15    -6               0.1029               0.0013              -0.0014
   15    -5               0.0135              -0.0003               0.0042
   15    -4               0.0119              -0.0049               0.0033
   15    -3               0.2097              -0.0112              -0.0087
   15    -2               0.0307              -0.0123              -0.0189
   15    -1               0.5831               0.0002              -0.0073
   15     0               0.1427              -0.0388              -0.0227
   15     1               0.4765               0.0267               0.0151
   15     2               0.0399              -0.0148              -0.0075
   15     3               0.4236              -0.0084              -0.0102
   15     4              -0.1007              -0.0078              -0.0028
   15     5               0.0849              -0.0047              -0.0045
   15     6              -0.1040               0.0042               0.0091
   15     7              -0.1261               0.0023               0.0010
   15     8               0.1343              -0.0030              -0.0018
   15     9              -0.2581               0.0016              -0.0049
   15    10              -0.2021               0.0023               0.0038
   15    11               0.2227              -0.0076               0.0017
   15    12              -0.0459              -0.0103              -0.0047
   15    13              -0.0866               0.0011               0.0058
   15    14               0.1420               0.0026               0.0000
   15    15              -0.2568              -0.0095              -0.0024
