% Magnetic field model coefficients
% nmax:  15
% epoch: 2014.0000
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
   10    -4               4.3365               0.0810               0.0000
   10    -3               4.6168              -0.1354               0.0000
   10    -2              -0.3666              -0.0192               0.0000
   10    -1               3.1726               0.0804               0.0000
   10     0              -1.9561              -0.1054               0.0000
   10     1              -6.2271              -0.0614               0.0000
   10     2               0.3151              -0.1244               0.0000
   10     3               0.2868               0.2357               0.0000
   10     4              -0.5085              -0.0944               0.0000
   10     5               1.8756              -0.1610               0.0000
   10     6              -0.5923              -0.0601               0.0000
   10     7               2.1184               0.0194               0.0000
   10     8               2.4726              -0.1334               0.0000
   10     9              -1.6932              -0.1200               0.0000
   10    10              -3.4505              -0.1299               0.0000
   11   -11              -2.2216              -0.1272               0.0000
   11   -10              -2.0222               0.0072               0.0000
   11    -9              -2.4668              -0.1109               0.0000
   11    -8              -1.3870              -0.0633               0.0000
   11    -7              -2.2193               0.0932               0.0000
   11    -6              -0.1943               0.0114               0.0000
   11    -5               0.7739              -0.0359               0.0000
   11    -4              -1.2176               0.1325               0.0000
   11    -3              -0.6284               0.0254               0.0000
   11    -2               2.0849               0.0344               0.0000
   11    -1               0.0991              -0.1296               0.0000
   11     0               2.9846              -0.0045               0.0000
   11     1              -1.4957               0.0828               0.0000
   11     2              -2.2526              -0.0396               0.0000
   11     3               2.0499               0.0507               0.0000
   11     4              -0.7439              -0.0317               0.0000
   11     5               0.6215              -0.0559               0.0000
   11     6              -0.7243               0.0137               0.0000
   11     7               0.2097              -0.0610               0.0000
   11     8               1.7305              -0.0329               0.0000
   11     9              -0.0992              -0.1078               0.0000
   11    10               0.5188              -0.0632               0.0000
   11    11               3.5395              -0.0886               0.0000
   12   -12               0.7376               0.0025               0.0000
   12   -11              -0.1805               0.0224               0.0000
   12   -10              -0.8681              -0.0200               0.0000
   12    -9               0.2659              -0.0346               0.0000
   12    -8               0.2392               0.0537               0.0000
   12    -7              -0.0574              -0.0273               0.0000
   12    -6               0.7156              -0.0072               0.0000
   12    -5               0.3495              -0.0359               0.0000
   12    -4              -2.2835               0.0868               0.0000
   12    -3               1.7760              -0.0788               0.0000
   12    -2               0.4416               0.0544               0.0000
   12    -1              -1.0416              -0.1110               0.0000
   12     0              -2.0444              -0.0151               0.0000
   12     1              -0.2119              -0.0383               0.0000
   12     2               0.4808               0.0043               0.0000
   12     3               1.2714               0.0059               0.0000
   12     4              -0.8781              -0.0714               0.0000
   12     5               0.8814              -0.0135               0.0000
   12     6               0.0502               0.0708               0.0000
   12     7               0.5434              -0.0054               0.0000
   12     8              -0.3815               0.0248               0.0000
   12     9              -0.4278              -0.0185               0.0000
   12    10               0.2389              -0.0152               0.0000
   12    11              -0.8695              -0.0617               0.0000
   12    12              -0.0475              -0.0062               0.0000
   13   -13              -0.7395               0.0424               0.0000
   13   -12              -0.4237               0.0068               0.0000
   13   -11              -0.2565              -0.0393               0.0000
   13   -10               0.4748               0.0083               0.0000
   13    -9               0.4739              -0.0073               0.0000
   13    -8              -0.0135              -0.0181               0.0000
   13    -7               0.4466              -0.0270               0.0000
   13    -6              -0.1053               0.0056               0.0000
   13    -5              -1.2123              -0.0344               0.0000
   13    -4              -0.5601               0.0455               0.0000
   13    -3               1.6103              -0.0126               0.0000
   13    -2               0.4736              -0.0155               0.0000
   13    -1              -0.8056              -0.1089               0.0000
   13     0              -0.1132               0.0478               0.0000
   13     1              -0.9295               0.0337               0.0000
   13     2               0.3511               0.0243               0.0000
   13     3               0.5841              -0.0063               0.0000
   13     4              -0.4372               0.0387               0.0000
   13     5               0.9891              -0.0214               0.0000
   13     6              -0.2239               0.0250               0.0000
   13     7               0.8116               0.0014               0.0000
   13     8              -0.1242               0.0004               0.0000
   13     9               0.3680               0.0106               0.0000
   13    10               0.0661               0.0108               0.0000
   13    11               0.4422               0.0064               0.0000
   13    12              -0.3421              -0.0148               0.0000
   13    13              -0.3876               0.0185               0.0000
   14   -14              -0.4590               0.0414               0.0000
   14   -13              -0.2848              -0.0032               0.0000
   14   -12              -0.0194              -0.0183               0.0000
   14   -11               0.1724               0.0219               0.0000
   14   -10               0.0704              -0.0223               0.0000
   14    -9               0.3755               0.0031               0.0000
   14    -8               0.0970              -0.0171               0.0000
   14    -7               0.3508               0.0019               0.0000
   14    -6               0.3309              -0.0094               0.0000
   14    -5              -0.0719               0.0049               0.0000
   14    -4               0.4068               0.0195               0.0000
   14    -3               0.3821              -0.0129               0.0000
   14    -2              -0.5491               0.0251               0.0000
   14    -1               0.3789              -0.0955               0.0000
   14     0              -0.3396               0.0254               0.0000
   14     1               0.2782              -0.0238               0.0000
   14     2              -0.2554              -0.0064               0.0000
   14     3              -0.0171              -0.0040               0.0000
   14     4              -0.1131              -0.0052               0.0000
   14     5               0.2276               0.0136               0.0000
   14     6              -0.0057               0.0269               0.0000
   14     7              -0.1383               0.0071               0.0000
   14     8               0.3104              -0.0039               0.0000
   14     9               0.0340               0.0068               0.0000
   14    10               0.6858              -0.0066               0.0000
   14    11              -0.2657              -0.0057               0.0000
   14    12               0.3099               0.0200               0.0000
   14    13               0.2105              -0.0166               0.0000
   14    14              -0.1527               0.0604               0.0000
   15   -15              -0.0311              -0.0413               0.0000
   15   -14              -0.0711              -0.0125               0.0000
   15   -13               0.0818               0.0013               0.0000
   15   -12              -0.2513               0.0030               0.0000
   15   -11              -0.1223              -0.0237               0.0000
   15   -10               0.0238               0.0089               0.0000
   15    -9               0.1159              -0.0022               0.0000
   15    -8              -0.1637              -0.0036               0.0000
   15    -7               0.3021              -0.0114               0.0000
   15    -6               0.1421              -0.0117               0.0000
   15    -5               0.0559              -0.0003               0.0000
   15    -4               0.0522               0.0252               0.0000
   15    -3               0.2537               0.0192               0.0000
   15    -2               0.0238              -0.0140               0.0000
   15    -1               0.6385              -0.1003               0.0000
   15     0               0.0741               0.0466               0.0000
   15     1               0.4735               0.0098               0.0000
   15     2               0.0342              -0.0244               0.0000
   15     3               0.3436              -0.0240               0.0000
   15     4              -0.1888               0.0003               0.0000
   15     5               0.1215               0.0102               0.0000
   15     6              -0.1095               0.0056               0.0000
   15     7              -0.0832              -0.0018               0.0000
   15     8               0.1109              -0.0058               0.0000
   15     9              -0.2682              -0.0054               0.0000
   15    10              -0.1778              -0.0030               0.0000
   15    11               0.2154              -0.0065               0.0000
   15    12              -0.0371              -0.0001               0.0000
   15    13              -0.0527               0.0100               0.0000
   15    14               0.1280              -0.0022               0.0000
   15    15              -0.2907              -0.0701               0.0000
