% Magnetic field model coefficients
% nmax:  65
% epoch: 2015.6400
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
   10    -2              -0.3525              -0.0462              -0.0850
   10    -1               3.3085               0.1247               0.1612
   10     0              -2.1537               0.0607               0.2418
   10     1              -6.3149               0.0857               0.1950
   10     2               0.1318              -0.0259               0.1843
   10     3               0.7366               0.2362              -0.0732
   10     4              -0.6261              -0.0840              -0.0109
   10     5               1.5981              -0.1842               0.0144
   10     6              -0.7027              -0.0544               0.0173
   10     7               2.1504               0.0035              -0.0552
   10     8               2.2481              -0.1588              -0.0164
   10     9              -1.8945              -0.1053               0.0013
   10    10              -3.6799              -0.1221               0.0535
   11   -11              -2.4018              -0.0858               0.0248
   11   -10              -1.9986               0.0168              -0.0162
   11    -9              -2.6464              -0.1032               0.0081
   11    -8              -1.4907              -0.0468               0.0265
   11    -7              -2.0662               0.0923              -0.0120
   11    -6              -0.1785               0.0023              -0.0149
   11    -5               0.7237              -0.0332               0.0246
   11    -4              -0.9789               0.1258              -0.0436
   11    -3              -0.6041               0.0687               0.0299
   11    -2               2.1009               0.1062               0.0387
   11    -1              -0.1294              -0.0519               0.0265
   11     0               2.9462              -0.0243               0.0592
   11     1              -1.3795              -0.0552              -0.1517
   11     2              -2.3187              -0.1504              -0.1794
   11     3               2.0852               0.0556               0.0293
   11     4              -0.8221              -0.0169              -0.0167
   11     5               0.5365              -0.0690              -0.0496
   11     6              -0.6995               0.0021              -0.0135
   11     7               0.1184              -0.0644               0.0041
   11     8               1.6666              -0.0406               0.0089
   11     9              -0.2801              -0.1025               0.0131
   11    10               0.4151              -0.0666              -0.0087
   11    11               3.4164              -0.0549               0.0251
   12   -12               0.7294              -0.0247              -0.0269
   12   -11              -0.1445               0.0237              -0.0038
   12   -10              -0.8927              -0.0245               0.0245
   12    -9               0.2291              -0.0323              -0.0085
   12    -8               0.3239               0.0503               0.0066
   12    -7              -0.0896              -0.0241              -0.0060
   12    -6               0.7112               0.0087               0.0004
   12    -5               0.2599              -0.0419               0.0276
   12    -4              -2.1639               0.0910               0.0473
   12    -3               1.6988              -0.1079              -0.0602
   12    -2               0.5374              -0.0471              -0.1053
   12    -1              -1.1968              -0.0137               0.1811
   12     0              -2.0668               0.0418               0.1975
   12     1              -0.2508               0.0816               0.1485
   12     2               0.4920               0.0854               0.1273
   12     3               1.3287              -0.0144              -0.0294
   12     4              -0.9580              -0.0691              -0.0259
   12     5               0.8350              -0.0186               0.0383
   12     6               0.1466               0.0476              -0.0128
   12     7               0.5422              -0.0060              -0.0238
   12     8              -0.3507               0.0062               0.0021
   12     9              -0.4601              -0.0079               0.0030
   12    10               0.1966              -0.0155               0.0442
   12    11              -0.9894              -0.0621               0.0447
   12    12              -0.0634              -0.0166               0.0200
   13   -13              -0.6666               0.0472              -0.0827
   13   -12              -0.4154               0.0096               0.0125
   13   -11              -0.3165              -0.0241               0.0237
   13   -10               0.5009               0.0042              -0.0266
   13    -9               0.4718              -0.0027              -0.0109
   13    -8              -0.0525              -0.0238               0.0165
   13    -7               0.3982              -0.0252              -0.0002
   13    -6              -0.0870               0.0100               0.0088
   13    -5              -1.2581              -0.0185               0.0362
   13    -4              -0.4578               0.0304              -0.0305
   13    -3               1.5489               0.0091               0.0415
   13    -2               0.4417               0.0480               0.0343
   13    -1              -0.9826              -0.0516               0.1002
   13     0              -0.0432               0.0008              -0.0191
   13     1              -0.8909              -0.0729              -0.1196
   13     2               0.4132              -0.0325              -0.1788
   13     3               0.5511               0.0172               0.0194
   13     4              -0.4079               0.0311              -0.0256
   13     5               0.9597              -0.0402              -0.0448
   13     6              -0.1695               0.0255              -0.0003
   13     7               0.8334               0.0037              -0.0184
   13     8              -0.1294               0.0097               0.0267
   13     9               0.3915               0.0165              -0.0082
   13    10               0.0817               0.0138              -0.0116
   13    11               0.4637               0.0235               0.0010
   13    12              -0.3565              -0.0295              -0.0498
   13    13              -0.3720               0.0144               0.0144
   14   -14              -0.3618               0.0609              -0.0494
   14   -13              -0.2866              -0.0222              -0.0013
   14   -12              -0.0455              -0.0267              -0.0172
   14   -11               0.2163               0.0233              -0.0044
   14   -10               0.0321              -0.0310               0.0145
   14    -9               0.3936              -0.0074              -0.0107
   14    -8               0.0626              -0.0180               0.0188
   14    -7               0.3769               0.0131              -0.0083
   14    -6               0.3250              -0.0035              -0.0034
   14    -5              -0.0852              -0.0060               0.0103
   14    -4               0.4452               0.0409               0.0083
   14    -3               0.3888              -0.0161              -0.0538
   14    -2              -0.5218              -0.0330              -0.1017
   14    -1               0.2248               0.0032               0.1451
   14     0              -0.2563               0.0175               0.0106
   14     1               0.2748               0.0255               0.1274
   14     2              -0.2518               0.0555               0.0956
   14     3              -0.0143              -0.0202              -0.0074
   14     4              -0.0976               0.0094              -0.0056
   14     5               0.2231               0.0132               0.0287
   14     6               0.0222               0.0075              -0.0230
   14     7              -0.1261               0.0055              -0.0116
   14     8               0.3093               0.0022               0.0051
   14     9               0.0426               0.0160               0.0094
   14    10               0.6701              -0.0092               0.0280
   14    11              -0.2867              -0.0057               0.0206
   14    12               0.3397               0.0248               0.0121
   14    13               0.2126              -0.0072              -0.0338
   14    14              -0.0249              -0.0230              -0.1264
   15   -15              -0.1092               0.0170               0.1034
   15   -14              -0.0852              -0.0086               0.0155
   15   -13               0.0732               0.0080              -0.0146
   15   -12              -0.2472              -0.0029               0.0113
   15   -11              -0.1647              -0.0130               0.0325
   15   -10               0.0480              -0.0069              -0.0336
   15    -9               0.1219               0.0003              -0.0174
   15    -8              -0.1755              -0.0026               0.0299
   15    -7               0.2792              -0.0021               0.0121
   15    -6               0.1131               0.0081               0.0365
   15    -5               0.0458               0.0173               0.0306
   15    -4               0.1092               0.0101               0.0067
   15    -3               0.2787               0.0250               0.0486
   15    -2               0.0134               0.0113               0.0483
   15    -1               0.4942              -0.0243               0.1823
   15     0               0.1619              -0.0097              -0.0614
   15     1               0.4978              -0.0725              -0.1411
   15     2               0.0114              -0.0365              -0.1227
   15     3               0.2981              -0.0099               0.0115
   15     4              -0.1960              -0.0078              -0.0211
   15     5               0.1531              -0.0029              -0.0336
   15     6              -0.0907               0.0046              -0.0074
   15     7              -0.0750               0.0049              -0.0135
   15     8               0.0973              -0.0097               0.0094
   15     9              -0.2773               0.0074               0.0151
   15    10              -0.1811               0.0045               0.0041
   15    11               0.2121               0.0034               0.0072
   15    12              -0.0264               0.0118              -0.0183
   15    13              -0.0393               0.0113               0.0046
   15    14               0.1293              -0.0114              -0.0203
   15    15              -0.3606              -0.0360              -0.0584
   16   -16              -0.0521               0.0000               0.0000
   16   -15              -0.0011               0.0000               0.0000
   16   -14               0.1839               0.0000               0.0000
   16   -13              -0.1107               0.0000               0.0000
   16   -12              -0.1175               0.0000               0.0000
   16   -11              -0.0296               0.0000               0.0000
   16   -10              -0.1025               0.0000               0.0000
   16    -9               0.0296               0.0000               0.0000
   16    -8               0.0177               0.0000               0.0000
   16    -7              -0.0794               0.0000               0.0000
   16    -6              -0.0366               0.0000               0.0000
   16    -5              -0.1449               0.0000               0.0000
   16    -4              -0.1349               0.0000               0.0000
   16    -3               0.3095               0.0000               0.0000
   16    -2               0.1338               0.0000               0.0000
   16    -1               0.1934               0.0000               0.0000
   16     0              -0.0836               0.0000               0.0000
   16     1               0.1704               0.0000               0.0000
   16     2              -0.3766               0.0000               0.0000
   16     3               0.1954               0.0000               0.0000
   16     4              -0.0170               0.0000               0.0000
   16     5               0.0018               0.0000               0.0000
   16     6               0.0672               0.0000               0.0000
   16     7              -0.0162               0.0000               0.0000
   16     8               0.1957               0.0000               0.0000
   16     9              -0.2086               0.0000               0.0000
   16    10               0.2122               0.0000               0.0000
   16    11               0.2090               0.0000               0.0000
   16    12              -0.0341               0.0000               0.0000
   16    13              -0.1341               0.0000               0.0000
   16    14              -0.0014               0.0000               0.0000
   16    15              -0.0383               0.0000               0.0000
   16    16              -0.1399               0.0000               0.0000
   17   -17               0.0323               0.0000               0.0000
   17   -16              -0.3374               0.0000               0.0000
   17   -15               0.0675               0.0000               0.0000
   17   -14              -0.0451               0.0000               0.0000
   17   -13              -0.0434               0.0000               0.0000
   17   -12               0.1076               0.0000               0.0000
   17   -11               0.1160               0.0000               0.0000
   17   -10              -0.0467               0.0000               0.0000
   17    -9              -0.0521               0.0000               0.0000
   17    -8               0.0139               0.0000               0.0000
   17    -7              -0.2973               0.0000               0.0000
   17    -6              -0.0276               0.0000               0.0000
   17    -5              -0.2320               0.0000               0.0000
   17    -4              -0.0339               0.0000               0.0000
   17    -3               0.0106               0.0000               0.0000
   17    -2              -0.2120               0.0000               0.0000
   17    -1               0.1358               0.0000               0.0000
   17     0               0.0212               0.0000               0.0000
   17     1              -0.0130               0.0000               0.0000
   17     2              -0.0574               0.0000               0.0000
   17     3               0.2954               0.0000               0.0000
   17     4               0.2176               0.0000               0.0000
   17     5               0.0416               0.0000               0.0000
   17     6               0.0372               0.0000               0.0000
   17     7              -0.0404               0.0000               0.0000
   17     8               0.1444               0.0000               0.0000
   17     9               0.1013               0.0000               0.0000
   17    10               0.0024               0.0000               0.0000
   17    11              -0.1402               0.0000               0.0000
   17    12              -0.1308               0.0000               0.0000
   17    13              -0.0002               0.0000               0.0000
   17    14              -0.0068               0.0000               0.0000
   17    15               0.0440               0.0000               0.0000
   17    16               0.0155               0.0000               0.0000
   17    17              -0.1613               0.0000               0.0000
   18   -18               0.0753               0.0000               0.0000
   18   -17              -0.0590               0.0000               0.0000
   18   -16               0.0457               0.0000               0.0000
   18   -15              -0.0277               0.0000               0.0000
   18   -14               0.1332               0.0000               0.0000
   18   -13              -0.0646               0.0000               0.0000
   18   -12              -0.1231               0.0000               0.0000
   18   -11               0.1173               0.0000               0.0000
   18   -10               0.1603               0.0000               0.0000
   18    -9              -0.1265               0.0000               0.0000
   18    -8              -0.1146               0.0000               0.0000
   18    -7              -0.2111               0.0000               0.0000
   18    -6               0.0848               0.0000               0.0000
   18    -5              -0.0895               0.0000               0.0000
   18    -4               0.0775               0.0000               0.0000
   18    -3              -0.0075               0.0000               0.0000
   18    -2               0.0676               0.0000               0.0000
   18    -1               0.0629               0.0000               0.0000
   18     0               0.1909               0.0000               0.0000
   18     1               0.1585               0.0000               0.0000
   18     2              -0.0405               0.0000               0.0000
   18     3               0.1561               0.0000               0.0000
   18     4              -0.0016               0.0000               0.0000
   18     5               0.0826               0.0000               0.0000
   18     6               0.1537               0.0000               0.0000
   18     7              -0.0484               0.0000               0.0000
   18     8               0.0345               0.0000               0.0000
   18     9              -0.0513               0.0000               0.0000
   18    10               0.1254               0.0000               0.0000
   18    11              -0.0137               0.0000               0.0000
   18    12              -0.0412               0.0000               0.0000
   18    13              -0.0093               0.0000               0.0000
   18    14               0.0294               0.0000               0.0000
   18    15               0.0224               0.0000               0.0000
   18    16              -0.0164               0.0000               0.0000
   18    17               0.1120               0.0000               0.0000
   18    18              -0.0184               0.0000               0.0000
   19   -19              -0.0329               0.0000               0.0000
   19   -18              -0.0842               0.0000               0.0000
   19   -17               0.0045               0.0000               0.0000
   19   -16              -0.0242               0.0000               0.0000
   19   -15               0.0832               0.0000               0.0000
   19   -14              -0.1360               0.0000               0.0000
   19   -13               0.0649               0.0000               0.0000
   19   -12               0.0128               0.0000               0.0000
   19   -11               0.1722               0.0000               0.0000
   19   -10               0.0964               0.0000               0.0000
   19    -9              -0.0388               0.0000               0.0000
   19    -8              -0.0310               0.0000               0.0000
   19    -7              -0.1543               0.0000               0.0000
   19    -6              -0.0180               0.0000               0.0000
   19    -5              -0.3551               0.0000               0.0000
   19    -4               0.0645               0.0000               0.0000
   19    -3              -0.0376               0.0000               0.0000
   19    -2               0.0184               0.0000               0.0000
   19    -1               0.0674               0.0000               0.0000
   19     0               0.0550               0.0000               0.0000
   19     1               0.4377               0.0000               0.0000
   19     2              -0.0638               0.0000               0.0000
   19     3               0.1585               0.0000               0.0000
   19     4               0.0610               0.0000               0.0000
   19     5               0.0693               0.0000               0.0000
   19     6              -0.0120               0.0000               0.0000
   19     7               0.1258               0.0000               0.0000
   19     8              -0.0068               0.0000               0.0000
   19     9               0.0968               0.0000               0.0000
   19    10              -0.0762               0.0000               0.0000
   19    11               0.0345               0.0000               0.0000
   19    12              -0.1036               0.0000               0.0000
   19    13              -0.0058               0.0000               0.0000
   19    14               0.0761               0.0000               0.0000
   19    15               0.1144               0.0000               0.0000
   19    16               0.0550               0.0000               0.0000
   19    17              -0.0171               0.0000               0.0000
   19    18               0.0663               0.0000               0.0000
   19    19              -0.0264               0.0000               0.0000
   20   -20              -0.0930               0.0000               0.0000
   20   -19               0.0226               0.0000               0.0000
   20   -18               0.1347               0.0000               0.0000
   20   -17               0.0414               0.0000               0.0000
   20   -16               0.0602               0.0000               0.0000
   20   -15               0.0366               0.0000               0.0000
   20   -14              -0.1574               0.0000               0.0000
   20   -13               0.0194               0.0000               0.0000
   20   -12               0.0088               0.0000               0.0000
   20   -11               0.0310               0.0000               0.0000
   20   -10              -0.0572               0.0000               0.0000
   20    -9              -0.1656               0.0000               0.0000
   20    -8              -0.1645               0.0000               0.0000
   20    -7               0.1415               0.0000               0.0000
   20    -6               0.0802               0.0000               0.0000
   20    -5               0.0322               0.0000               0.0000
   20    -4              -0.2568               0.0000               0.0000
   20    -3               0.1546               0.0000               0.0000
   20    -2               0.1858               0.0000               0.0000
   20    -1               0.1722               0.0000               0.0000
   20     0              -0.0437               0.0000               0.0000
   20     1               0.2497               0.0000               0.0000
   20     2              -0.0964               0.0000               0.0000
   20     3               0.0949               0.0000               0.0000
   20     4              -0.1503               0.0000               0.0000
   20     5               0.3527               0.0000               0.0000
   20     6               0.1968               0.0000               0.0000
   20     7              -0.0981               0.0000               0.0000
   20     8              -0.0249               0.0000               0.0000
   20     9               0.0584               0.0000               0.0000
   20    10               0.0714               0.0000               0.0000
   20    11              -0.1644               0.0000               0.0000
   20    12              -0.0065               0.0000               0.0000
   20    13              -0.0686               0.0000               0.0000
   20    14               0.0853               0.0000               0.0000
   20    15              -0.0115               0.0000               0.0000
   20    16               0.0078               0.0000               0.0000
   20    17              -0.0159               0.0000               0.0000
   20    18              -0.1371               0.0000               0.0000
   20    19               0.0318               0.0000               0.0000
   20    20               0.0045               0.0000               0.0000
   21   -21              -0.1402               0.0000               0.0000
   21   -20              -0.1316               0.0000               0.0000
   21   -19              -0.0058               0.0000               0.0000
   21   -18               0.0968               0.0000               0.0000
   21   -17              -0.0878               0.0000               0.0000
   21   -16              -0.1380               0.0000               0.0000
   21   -15              -0.0725               0.0000               0.0000
   21   -14              -0.0607               0.0000               0.0000
   21   -13               0.0197               0.0000               0.0000
   21   -12              -0.1978               0.0000               0.0000
   21   -11               0.0139               0.0000               0.0000
   21   -10              -0.0543               0.0000               0.0000
   21    -9              -0.1360               0.0000               0.0000
   21    -8              -0.1548               0.0000               0.0000
   21    -7              -0.1111               0.0000               0.0000
   21    -6               0.0896               0.0000               0.0000
   21    -5              -0.2399               0.0000               0.0000
   21    -4              -0.0183               0.0000               0.0000
   21    -3               0.1100               0.0000               0.0000
   21    -2              -0.0170               0.0000               0.0000
   21    -1               0.3354               0.0000               0.0000
   21     0              -0.1099               0.0000               0.0000
   21     1               0.0878               0.0000               0.0000
   21     2              -0.1039               0.0000               0.0000
   21     3               0.2273               0.0000               0.0000
   21     4              -0.0822               0.0000               0.0000
   21     5               0.1641               0.0000               0.0000
   21     6              -0.1351               0.0000               0.0000
   21     7               0.0112               0.0000               0.0000
   21     8              -0.1279               0.0000               0.0000
   21     9               0.0691               0.0000               0.0000
   21    10              -0.1050               0.0000               0.0000
   21    11               0.0849               0.0000               0.0000
   21    12              -0.0388               0.0000               0.0000
   21    13              -0.0458               0.0000               0.0000
   21    14               0.0401               0.0000               0.0000
   21    15               0.0021               0.0000               0.0000
   21    16               0.0437               0.0000               0.0000
   21    17              -0.0730               0.0000               0.0000
   21    18              -0.0789               0.0000               0.0000
   21    19               0.0197               0.0000               0.0000
   21    20               0.2009               0.0000               0.0000
   21    21               0.2241               0.0000               0.0000
   22   -22               0.0170               0.0000               0.0000
   22   -21               0.0753               0.0000               0.0000
   22   -20               0.0430               0.0000               0.0000
   22   -19               0.0168               0.0000               0.0000
   22   -18              -0.0091               0.0000               0.0000
   22   -17               0.0366               0.0000               0.0000
   22   -16              -0.1288               0.0000               0.0000
   22   -15              -0.1609               0.0000               0.0000
   22   -14              -0.0443               0.0000               0.0000
   22   -13               0.0775               0.0000               0.0000
   22   -12              -0.1270               0.0000               0.0000
   22   -11              -0.2211               0.0000               0.0000
   22   -10               0.0987               0.0000               0.0000
   22    -9              -0.0252               0.0000               0.0000
   22    -8              -0.1998               0.0000               0.0000
   22    -7              -0.0116               0.0000               0.0000
   22    -6              -0.0674               0.0000               0.0000
   22    -5               0.0113               0.0000               0.0000
   22    -4               0.1711               0.0000               0.0000
   22    -3               0.3461               0.0000               0.0000
   22    -2              -0.0233               0.0000               0.0000
   22    -1               0.2263               0.0000               0.0000
   22     0               0.1659               0.0000               0.0000
   22     1              -0.0553               0.0000               0.0000
   22     2              -0.0266               0.0000               0.0000
   22     3               0.0205               0.0000               0.0000
   22     4              -0.1530               0.0000               0.0000
   22     5               0.0312               0.0000               0.0000
   22     6               0.0710               0.0000               0.0000
   22     7              -0.1818               0.0000               0.0000
   22     8               0.0185               0.0000               0.0000
   22     9              -0.1413               0.0000               0.0000
   22    10               0.2000               0.0000               0.0000
   22    11              -0.0700               0.0000               0.0000
   22    12              -0.1039               0.0000               0.0000
   22    13              -0.0118               0.0000               0.0000
   22    14               0.1378               0.0000               0.0000
   22    15              -0.0705               0.0000               0.0000
   22    16               0.0781               0.0000               0.0000
   22    17              -0.0761               0.0000               0.0000
   22    18              -0.1369               0.0000               0.0000
   22    19               0.0106               0.0000               0.0000
   22    20               0.0057               0.0000               0.0000
   22    21               0.0503               0.0000               0.0000
   22    22               0.1295               0.0000               0.0000
   23   -23               0.0896               0.0000               0.0000
   23   -22              -0.0550               0.0000               0.0000
   23   -21              -0.1676               0.0000               0.0000
   23   -20              -0.0148               0.0000               0.0000
   23   -19               0.0715               0.0000               0.0000
   23   -18               0.0183               0.0000               0.0000
   23   -17               0.0575               0.0000               0.0000
   23   -16               0.0003               0.0000               0.0000
   23   -15              -0.0343               0.0000               0.0000
   23   -14               0.2310               0.0000               0.0000
   23   -13              -0.0722               0.0000               0.0000
   23   -12              -0.0834               0.0000               0.0000
   23   -11               0.1611               0.0000               0.0000
   23   -10              -0.0332               0.0000               0.0000
   23    -9              -0.0233               0.0000               0.0000
   23    -8              -0.1178               0.0000               0.0000
   23    -7              -0.0888               0.0000               0.0000
   23    -6               0.0112               0.0000               0.0000
   23    -5               0.0435               0.0000               0.0000
   23    -4              -0.2114               0.0000               0.0000
   23    -3               0.1160               0.0000               0.0000
   23    -2               0.0392               0.0000               0.0000
   23    -1               0.2463               0.0000               0.0000
   23     0               0.1197               0.0000               0.0000
   23     1               0.1314               0.0000               0.0000
   23     2              -0.3153               0.0000               0.0000
   23     3               0.1634               0.0000               0.0000
   23     4              -0.0340               0.0000               0.0000
   23     5              -0.2212               0.0000               0.0000
   23     6              -0.0188               0.0000               0.0000
   23     7              -0.0394               0.0000               0.0000
   23     8              -0.1703               0.0000               0.0000
   23     9              -0.2159               0.0000               0.0000
   23    10               0.1686               0.0000               0.0000
   23    11               0.1323               0.0000               0.0000
   23    12               0.1684               0.0000               0.0000
   23    13              -0.2329               0.0000               0.0000
   23    14              -0.0617               0.0000               0.0000
   23    15               0.0296               0.0000               0.0000
   23    16               0.1639               0.0000               0.0000
   23    17               0.0274               0.0000               0.0000
   23    18               0.0198               0.0000               0.0000
   23    19               0.0184               0.0000               0.0000
   23    20               0.1907               0.0000               0.0000
   23    21               0.1314               0.0000               0.0000
   23    22               0.0335               0.0000               0.0000
   23    23               0.0866               0.0000               0.0000
   24   -24              -0.0116               0.0000               0.0000
   24   -23               0.0084               0.0000               0.0000
   24   -22               0.0472               0.0000               0.0000
   24   -21               0.0542               0.0000               0.0000
   24   -20               0.0704               0.0000               0.0000
   24   -19               0.1178               0.0000               0.0000
   24   -18               0.0038               0.0000               0.0000
   24   -17               0.0667               0.0000               0.0000
   24   -16               0.1360               0.0000               0.0000
   24   -15               0.0183               0.0000               0.0000
   24   -14              -0.0388               0.0000               0.0000
   24   -13               0.0228               0.0000               0.0000
   24   -12               0.0435               0.0000               0.0000
   24   -11               0.1995               0.0000               0.0000
   24   -10               0.1482               0.0000               0.0000
   24    -9              -0.2216               0.0000               0.0000
   24    -8               0.1505               0.0000               0.0000
   24    -7               0.1072               0.0000               0.0000
   24    -6               0.0971               0.0000               0.0000
   24    -5               0.0795               0.0000               0.0000
   24    -4              -0.1062               0.0000               0.0000
   24    -3              -0.0105               0.0000               0.0000
   24    -2              -0.0378               0.0000               0.0000
   24    -1              -0.0860               0.0000               0.0000
   24     0               0.0968               0.0000               0.0000
