% Magnetic field model coefficients
% nmax:  30
% epoch: 2014.3500
% radius: 6371.2
%   n     m          MF gnm (nT)     SV gnm (nT/year)   SA gnm (nT/year^2)
    7    -6             -27.4690              -0.0365               0.0000
    7    -5               3.8521              -0.8895               0.0000
    7    -4              24.5861              -0.1568               0.0000
    7    -3               5.7313              -0.1590               0.0000
    7    -2             -19.7478               0.4550               0.0000
    7    -1             -54.5912               0.6966               0.0000
    7     0              81.1829               0.1762               0.0000
    7     1             -76.0415              -0.0644               0.0000
    7     2              -6.4282              -0.5134               0.0000
    7     3              51.0077               1.3259               0.0000
    7     4              14.9558               0.2498               0.0000
    7     5               9.7899              -0.6838               0.0000
    7     6              -2.2532              -0.8941               0.0000
    7     7               6.5720               0.1464               0.0000
    8    -8               2.0865               0.2067               0.0000
    8    -7              -9.3325               0.2992               0.0000
    8    -6               5.7777              -0.1939               0.0000
    8    -5              16.3005              -0.1699               0.0000
    8    -4             -14.9511               0.5656               0.0000
    8    -3              13.0780               0.1602               0.0000
    8    -2             -18.5494               0.4133               0.0000
    8    -1              10.2641              -0.3286               0.0000
    8     0              23.9549              -0.3596               0.0000
    8     1               8.7978               0.0950               0.0000
    8     2             -16.4850              -0.4671               0.0000
    8     3              -3.4989               0.4275               0.0000
    8     4             -20.4907              -0.2110               0.0000
    8     5              13.1114               0.3654               0.0000
    8     6              11.6168               0.1809               0.0000
    8     7             -15.7304              -0.4028               0.0000
    8     8              -2.1614               0.1950               0.0000
    9    -9               8.2263               0.3738               0.0000
    9    -8              -4.2153               0.5191               0.0000
    9    -7               1.1467              -0.1904               0.0000
    9    -6               7.7821              -0.0377               0.0000
    9    -5              -6.9320               0.1138               0.0000
    9    -4              -6.8853               0.1714               0.0000
    9    -3              11.9887              -0.3747               0.0000
    9    -2              10.8952              -0.0777               0.0000
    9    -1             -21.5633              -0.2942               0.0000
    9     0               5.3678              -0.0398               0.0000
    9     1               8.7899               0.0312               0.0000
    9     2               3.0133               0.1228               0.0000
    9     3              -3.4897               0.5125               0.0000
    9     4               0.9381              -0.4078               0.0000
    9     5             -13.2087              -0.0718               0.0000
    9     6              -0.2071               0.1678               0.0000
    9     7               8.5877               0.1435               0.0000
    9     8              -8.9911              -0.1351               0.0000
    9     9             -10.4828              -0.1257               0.0000
   10   -10              -8.6769              -0.0048               0.0000
   10    -9              -1.2757               0.2318               0.0000
   10    -8              -2.7424              -0.0985               0.0000
   10    -7              -4.1495              -0.0082               0.0000
   10    -6              -0.6442               0.0611               0.0000
   10    -5              -7.8317              -0.1093               0.0000
   10    -4               4.3382               0.1217               0.0000
   10    -3               4.5599              -0.0741               0.0000
   10    -2              -0.3581              -0.0411               0.0000
   10    -1               3.2298              -0.0274               0.0000
   10     0              -1.9862              -0.1521               0.0000
   10     1              -6.2737              -0.1192               0.0000
   10     2               0.3361              -0.2373               0.0000
   10     3               0.3980               0.2475               0.0000
   10     4              -0.5267              -0.1276               0.0000
   10     5               1.8010              -0.1044               0.0000
   10     6              -0.6324              -0.0543               0.0000
   10     7               2.1165              -0.0004               0.0000
   10     8               2.4154              -0.1311               0.0000
   10     9              -1.7310              -0.1522               0.0000
   10    10              -3.4938              -0.1733               0.0000
   11   -11              -2.2946              -0.0230               0.0000
   11   -10              -2.0152              -0.0062               0.0000
   11    -9              -2.4969              -0.1059               0.0000
   11    -8              -1.4134              -0.0608               0.0000
   11    -7              -2.1868               0.1094               0.0000
   11    -6              -0.1922              -0.0111               0.0000
   11    -5               0.7762              -0.0390               0.0000
   11    -4              -1.1351               0.1062               0.0000
   11    -3              -0.5918              -0.0519               0.0000
   11    -2               2.1033              -0.0070               0.0000
   11    -1              -0.0748              -0.1564               0.0000
   11     0               3.0512               0.0603               0.0000
   11     1              -1.4799               0.2059               0.0000
   11     2              -2.3094               0.0046               0.0000
   11     3               2.0329               0.1077               0.0000
   11     4              -0.7649              -0.0345               0.0000
   11     5               0.6168              -0.0613               0.0000
   11     6              -0.7058               0.0364               0.0000
   11     7               0.1904              -0.0479               0.0000
   11     8               1.7167              -0.0196               0.0000
   11     9              -0.1517              -0.1237               0.0000
   11    10               0.4979              -0.0647               0.0000
   11    11               3.5352              -0.0956               0.0000
   12   -12               0.7350               0.0043               0.0000
   12   -11              -0.1801               0.0181               0.0000
   12   -10              -0.8825              -0.0104               0.0000
   12    -9               0.2405              -0.0358               0.0000
   12    -8               0.2539               0.0759               0.0000
   12    -7              -0.0716              -0.0285               0.0000
   12    -6               0.7106              -0.0112               0.0000
   12    -5               0.2964              -0.0327               0.0000
   12    -4              -2.2633               0.0586               0.0000
   12    -3               1.7803               0.0225               0.0000
   12    -2               0.4500               0.1002               0.0000
   12    -1              -1.0539              -0.1324               0.0000
   12     0              -2.0032              -0.0178               0.0000
   12     1              -0.1972              -0.0716               0.0000
   12     2               0.4790              -0.1034               0.0000
   12     3               1.2634               0.0146               0.0000
   12     4              -0.8666              -0.0510               0.0000
   12     5               0.8599              -0.0145               0.0000
   12     6               0.0587               0.0518               0.0000
   12     7               0.5428              -0.0217               0.0000
   12     8              -0.3856               0.0488               0.0000
   12     9              -0.4305              -0.0411               0.0000
   12    10               0.2267              -0.0267               0.0000
   12    11              -0.9057               0.0072               0.0000
   12    12              -0.0244               0.0619               0.0000
   13   -13              -0.7032               0.0018               0.0000
   13   -12              -0.4377               0.0093               0.0000
   13   -11              -0.2899               0.0228               0.0000
   13   -10               0.4807              -0.0191               0.0000
   13    -9               0.4781               0.0072               0.0000
   13    -8              -0.0201              -0.0040               0.0000
   13    -7               0.4286              -0.0451               0.0000
   13    -6              -0.1025              -0.0095               0.0000
   13    -5              -1.2083              -0.0411               0.0000
   13    -4              -0.5310               0.0412               0.0000
   13    -3               1.5876              -0.0952               0.0000
   13    -2               0.4884              -0.0640               0.0000
   13    -1              -0.8548              -0.0511               0.0000
   13     0              -0.0254               0.0246               0.0000
   13     1              -0.9224               0.1811               0.0000
   13     2               0.3587               0.0652               0.0000
   13     3               0.5997              -0.0096               0.0000
   13     4              -0.4445               0.0562               0.0000
   13     5               0.9993              -0.0604               0.0000
   13     6              -0.2071               0.0602               0.0000
   13     7               0.8077               0.0062               0.0000
   13     8              -0.1274              -0.0025               0.0000
   13     9               0.3644               0.0130               0.0000
   13    10               0.0578               0.0141               0.0000
   13    11               0.4509              -0.0323               0.0000
   13    12              -0.3476              -0.0396               0.0000
   13    13              -0.3453               0.0074               0.0000
   14   -14              -0.4063              -0.0423               0.0000
   14   -13              -0.2940              -0.0342               0.0000
   14   -12              -0.0204              -0.0615               0.0000
   14   -11               0.1849              -0.0219               0.0000
   14   -10               0.0569               0.0025               0.0000
   14    -9               0.3699               0.0070               0.0000
   14    -8               0.0875               0.0203               0.0000
   14    -7               0.3526               0.0205               0.0000
   14    -6               0.3354              -0.0066               0.0000
   14    -5              -0.1041               0.0030               0.0000
   14    -4               0.4396              -0.0113               0.0000
   14    -3               0.4123               0.0596               0.0000
   14    -2              -0.5825               0.1163               0.0000
   14    -1               0.4045              -0.1070               0.0000
   14     0              -0.2867              -0.0083               0.0000
   14     1               0.3077               0.0064               0.0000
   14     2              -0.2680              -0.0661               0.0000
   14     3              -0.0892               0.0870               0.0000
   14     4              -0.0944               0.0192               0.0000
   14     5               0.2148               0.0248               0.0000
   14     6              -0.0146               0.0083               0.0000
   14     7              -0.1378               0.0064               0.0000
   14     8               0.3001               0.0337               0.0000
   14     9               0.0369               0.0103               0.0000
   14    10               0.6851               0.0045               0.0000
   14    11              -0.2765               0.0249               0.0000
   14    12               0.3333               0.0441               0.0000
   14    13               0.2077              -0.0220               0.0000
   14    14              -0.1300               0.0207               0.0000
   15   -15              -0.0533              -0.1270               0.0000
   15   -14              -0.0917               0.0721               0.0000
   15   -13               0.0931              -0.0377               0.0000
   15   -12              -0.2653               0.0568               0.0000
   15   -11              -0.1455               0.0356               0.0000
   15   -10               0.0203               0.0242               0.0000
   15    -9               0.1211              -0.0116               0.0000
   15    -8              -0.1672               0.0069               0.0000
   15    -7               0.2957              -0.0138               0.0000
   15    -6               0.1215              -0.0140               0.0000
   15    -5               0.0382               0.0019               0.0000
   15    -4               0.0432               0.0425               0.0000
   15    -3               0.2193              -0.0357               0.0000
   15    -2               0.0505              -0.0672               0.0000
   15    -1               0.6807               0.0069               0.0000
   15     0               0.1596              -0.0423               0.0000
   15     1               0.4842               0.1228               0.0000
   15     2               0.0441              -0.0237               0.0000
   15     3               0.4118              -0.0686               0.0000
   15     4              -0.1784              -0.0096               0.0000
   15     5               0.1295              -0.0244               0.0000
   15     6              -0.1068               0.0235               0.0000
   15     7              -0.0915               0.0049               0.0000
   15     8               0.1122              -0.0156               0.0000
   15     9              -0.2672              -0.0118               0.0000
   15    10              -0.1817               0.0113               0.0000
   15    11               0.2247              -0.0197               0.0000
   15    12              -0.0383              -0.0463               0.0000
   15    13              -0.0332               0.0120               0.0000
   15    14               0.1256               0.0338               0.0000
   15    15              -0.3372              -0.1223               0.0000
   16   -16              -0.1044               0.0000               0.0000
   16   -15               0.0101               0.0000               0.0000
   16   -14               0.1959               0.0000               0.0000
   16   -13              -0.1058               0.0000               0.0000
   16   -12              -0.1269               0.0000               0.0000
   16   -11              -0.0434               0.0000               0.0000
   16   -10              -0.1114               0.0000               0.0000
   16    -9               0.0112               0.0000               0.0000
   16    -8               0.0066               0.0000               0.0000
   16    -7              -0.0640               0.0000               0.0000
   16    -6              -0.0351               0.0000               0.0000
   16    -5              -0.1425               0.0000               0.0000
   16    -4              -0.0825               0.0000               0.0000
   16    -3               0.3117               0.0000               0.0000
   16    -2               0.1739               0.0000               0.0000
   16    -1               0.3514               0.0000               0.0000
   16     0              -0.1211               0.0000               0.0000
   16     1               0.1581               0.0000               0.0000
   16     2              -0.3420               0.0000               0.0000
   16     3               0.1435               0.0000               0.0000
   16     4              -0.0196               0.0000               0.0000
   16     5               0.0207               0.0000               0.0000
   16     6               0.0568               0.0000               0.0000
   16     7              -0.0183               0.0000               0.0000
   16     8               0.1990               0.0000               0.0000
   16     9              -0.2135               0.0000               0.0000
   16    10               0.2123               0.0000               0.0000
   16    11               0.2221               0.0000               0.0000
   16    12              -0.0401               0.0000               0.0000
   16    13              -0.1497               0.0000               0.0000
   16    14              -0.0405               0.0000               0.0000
   16    15              -0.0376               0.0000               0.0000
   16    16              -0.1559               0.0000               0.0000
   17   -17               0.0197               0.0000               0.0000
   17   -16              -0.3375               0.0000               0.0000
   17   -15               0.1212               0.0000               0.0000
   17   -14              -0.0514               0.0000               0.0000
   17   -13              -0.0528               0.0000               0.0000
   17   -12               0.0970               0.0000               0.0000
   17   -11               0.1255               0.0000               0.0000
   17   -10              -0.0488               0.0000               0.0000
   17    -9              -0.0597               0.0000               0.0000
   17    -8               0.0114               0.0000               0.0000
   17    -7              -0.2842               0.0000               0.0000
   17    -6              -0.0384               0.0000               0.0000
   17    -5              -0.2459               0.0000               0.0000
   17    -4              -0.0892               0.0000               0.0000
   17    -3              -0.0460               0.0000               0.0000
   17    -2              -0.2533               0.0000               0.0000
   17    -1               0.2475               0.0000               0.0000
   17     0              -0.0754               0.0000               0.0000
   17     1               0.0412               0.0000               0.0000
   17     2              -0.0326               0.0000               0.0000
   17     3               0.3125               0.0000               0.0000
   17     4               0.2139               0.0000               0.0000
   17     5               0.0175               0.0000               0.0000
   17     6               0.0294               0.0000               0.0000
   17     7              -0.0522               0.0000               0.0000
   17     8               0.1530               0.0000               0.0000
   17     9               0.1003               0.0000               0.0000
   17    10               0.0057               0.0000               0.0000
   17    11              -0.1355               0.0000               0.0000
   17    12              -0.1275               0.0000               0.0000
   17    13              -0.0079               0.0000               0.0000
   17    14               0.0024               0.0000               0.0000
   17    15               0.0584               0.0000               0.0000
   17    16               0.0178               0.0000               0.0000
   17    17              -0.1762               0.0000               0.0000
   18   -18               0.1226               0.0000               0.0000
   18   -17              -0.0614               0.0000               0.0000
   18   -16               0.0448               0.0000               0.0000
   18   -15              -0.0346               0.0000               0.0000
   18   -14               0.1233               0.0000               0.0000
   18   -13              -0.0555               0.0000               0.0000
   18   -12              -0.1122               0.0000               0.0000
   18   -11               0.1078               0.0000               0.0000
   18   -10               0.1583               0.0000               0.0000
   18    -9              -0.1520               0.0000               0.0000
   18    -8              -0.1202               0.0000               0.0000
   18    -7              -0.1900               0.0000               0.0000
   18    -6               0.0827               0.0000               0.0000
   18    -5              -0.0610               0.0000               0.0000
   18    -4               0.0872               0.0000               0.0000
   18    -3              -0.0544               0.0000               0.0000
   18    -2               0.1192               0.0000               0.0000
   18    -1               0.1116               0.0000               0.0000
   18     0               0.1677               0.0000               0.0000
   18     1               0.1377               0.0000               0.0000
   18     2               0.0320               0.0000               0.0000
   18     3               0.1854               0.0000               0.0000
   18     4              -0.0406               0.0000               0.0000
   18     5               0.0880               0.0000               0.0000
   18     6               0.1683               0.0000               0.0000
   18     7              -0.0402               0.0000               0.0000
   18     8               0.0481               0.0000               0.0000
   18     9              -0.0507               0.0000               0.0000
   18    10               0.1194               0.0000               0.0000
   18    11              -0.0019               0.0000               0.0000
   18    12              -0.0532               0.0000               0.0000
   18    13              -0.0340               0.0000               0.0000
   18    14               0.0051               0.0000               0.0000
   18    15               0.0126               0.0000               0.0000
   18    16              -0.0162               0.0000               0.0000
   18    17               0.1148               0.0000               0.0000
   18    18              -0.0460               0.0000               0.0000
   19   -19               0.0041               0.0000               0.0000
   19   -18              -0.0934               0.0000               0.0000
   19   -17              -0.0056               0.0000               0.0000
   19   -16              -0.0311               0.0000               0.0000
   19   -15               0.1223               0.0000               0.0000
   19   -14              -0.1246               0.0000               0.0000
   19   -13               0.0578               0.0000               0.0000
   19   -12               0.0089               0.0000               0.0000
   19   -11               0.1833               0.0000               0.0000
   19   -10               0.0871               0.0000               0.0000
   19    -9              -0.0502               0.0000               0.0000
   19    -8              -0.0303               0.0000               0.0000
   19    -7              -0.1556               0.0000               0.0000
   19    -6              -0.0072               0.0000               0.0000
   19    -5              -0.3682               0.0000               0.0000
   19    -4               0.1079               0.0000               0.0000
   19    -3              -0.0135               0.0000               0.0000
   19    -2              -0.0271               0.0000               0.0000
   19    -1               0.2091               0.0000               0.0000
   19     0              -0.0681               0.0000               0.0000
   19     1               0.4652               0.0000               0.0000
   19     2              -0.0926               0.0000               0.0000
   19     3               0.0712               0.0000               0.0000
   19     4               0.0670               0.0000               0.0000
   19     5               0.0633               0.0000               0.0000
   19     6              -0.0166               0.0000               0.0000
   19     7               0.1284               0.0000               0.0000
   19     8              -0.0050               0.0000               0.0000
   19     9               0.0945               0.0000               0.0000
   19    10              -0.0649               0.0000               0.0000
   19    11               0.0364               0.0000               0.0000
   19    12              -0.0964               0.0000               0.0000
   19    13              -0.0221               0.0000               0.0000
   19    14               0.0735               0.0000               0.0000
   19    15               0.1328               0.0000               0.0000
   19    16               0.0696               0.0000               0.0000
   19    17              -0.0464               0.0000               0.0000
   19    18               0.0557               0.0000               0.0000
   19    19              -0.0342               0.0000               0.0000
   20   -20              -0.0714               0.0000               0.0000
   20   -19               0.0109               0.0000               0.0000
   20   -18               0.1707               0.0000               0.0000
   20   -17               0.0371               0.0000               0.0000
   20   -16               0.0676               0.0000               0.0000
   20   -15               0.0337               0.0000               0.0000
   20   -14              -0.1551               0.0000               0.0000
   20   -13               0.0396               0.0000               0.0000
   20   -12               0.0122               0.0000               0.0000
   20   -11               0.0210               0.0000               0.0000
   20   -10              -0.0567               0.0000               0.0000
   20    -9              -0.1937               0.0000               0.0000
   20    -8              -0.1499               0.0000               0.0000
   20    -7               0.1655               0.0000               0.0000
   20    -6               0.0735               0.0000               0.0000
   20    -5               0.0571               0.0000               0.0000
   20    -4              -0.3107               0.0000               0.0000
   20    -3               0.1015               0.0000               0.0000
   20    -2               0.1741               0.0000               0.0000
   20    -1               0.0774               0.0000               0.0000
   20     0              -0.1199               0.0000               0.0000
   20     1               0.2726               0.0000               0.0000
   20     2              -0.0981               0.0000               0.0000
   20     3               0.1475               0.0000               0.0000
   20     4              -0.1729               0.0000               0.0000
   20     5               0.3411               0.0000               0.0000
   20     6               0.2155               0.0000               0.0000
   20     7              -0.1109               0.0000               0.0000
   20     8              -0.0004               0.0000               0.0000
   20     9               0.0531               0.0000               0.0000
   20    10               0.0663               0.0000               0.0000
   20    11              -0.1381               0.0000               0.0000
   20    12              -0.0230               0.0000               0.0000
   20    13              -0.0830               0.0000               0.0000
   20    14               0.0726               0.0000               0.0000
   20    15              -0.0166               0.0000               0.0000
   20    16               0.0179               0.0000               0.0000
   20    17              -0.0150               0.0000               0.0000
   20    18              -0.1365               0.0000               0.0000
   20    19               0.0366               0.0000               0.0000
   20    20               0.0029               0.0000               0.0000
   21   -21              -0.1396               0.0000               0.0000
   21   -20              -0.1250               0.0000               0.0000
   21   -19              -0.0042               0.0000               0.0000
   21   -18               0.0866               0.0000               0.0000
   21   -17              -0.1009               0.0000               0.0000
   21   -16              -0.1536               0.0000               0.0000
   21   -15              -0.0158               0.0000               0.0000
   21   -14              -0.0470               0.0000               0.0000
   21   -13               0.0048               0.0000               0.0000
   21   -12              -0.1931               0.0000               0.0000
   21   -11               0.0347               0.0000               0.0000
   21   -10              -0.0605               0.0000               0.0000
   21    -9              -0.1385               0.0000               0.0000
   21    -8              -0.1634               0.0000               0.0000
   21    -7              -0.1226               0.0000               0.0000
   21    -6               0.1051               0.0000               0.0000
   21    -5              -0.2208               0.0000               0.0000
   21    -4               0.0891               0.0000               0.0000
   21    -3               0.1858               0.0000               0.0000
   21    -2              -0.0119               0.0000               0.0000
   21    -1               0.4462               0.0000               0.0000
   21     0              -0.1968               0.0000               0.0000
   21     1               0.1005               0.0000               0.0000
   21     2              -0.0988               0.0000               0.0000
   21     3               0.1388               0.0000               0.0000
   21     4              -0.0476               0.0000               0.0000
   21     5               0.2068               0.0000               0.0000
   21     6              -0.1185               0.0000               0.0000
   21     7               0.0212               0.0000               0.0000
   21     8              -0.1424               0.0000               0.0000
   21     9               0.0637               0.0000               0.0000
   21    10              -0.0992               0.0000               0.0000
   21    11               0.0822               0.0000               0.0000
   21    12              -0.0342               0.0000               0.0000
   21    13              -0.0736               0.0000               0.0000
   21    14               0.0335               0.0000               0.0000
   21    15               0.0196               0.0000               0.0000
   21    16               0.0634               0.0000               0.0000
   21    17              -0.0951               0.0000               0.0000
   21    18              -0.0760               0.0000               0.0000
   21    19               0.0079               0.0000               0.0000
   21    20               0.1928               0.0000               0.0000
   21    21               0.2148               0.0000               0.0000
   22   -22               0.0369               0.0000               0.0000
   22   -21               0.0671               0.0000               0.0000
   22   -20               0.0459               0.0000               0.0000
   22   -19               0.0046               0.0000               0.0000
   22   -18               0.0152               0.0000               0.0000
   22   -17               0.0246               0.0000               0.0000
   22   -16              -0.1166               0.0000               0.0000
   22   -15              -0.1824               0.0000               0.0000
   22   -14              -0.0445               0.0000               0.0000
   22   -13               0.0961               0.0000               0.0000
   22   -12              -0.1189               0.0000               0.0000
   22   -11              -0.2228               0.0000               0.0000
   22   -10               0.0937               0.0000               0.0000
   22    -9              -0.0576               0.0000               0.0000
   22    -8              -0.1680               0.0000               0.0000
   22    -7              -0.0001               0.0000               0.0000
   22    -6              -0.0626               0.0000               0.0000
   22    -5              -0.0087               0.0000               0.0000
   22    -4               0.1066               0.0000               0.0000
   22    -3               0.3420               0.0000               0.0000
   22    -2              -0.1200               0.0000               0.0000
   22    -1               0.1065               0.0000               0.0000
   22     0               0.0477               0.0000               0.0000
   22     1              -0.0091               0.0000               0.0000
   22     2              -0.1191               0.0000               0.0000
   22     3               0.0058               0.0000               0.0000
   22     4              -0.1416               0.0000               0.0000
   22     5               0.0039               0.0000               0.0000
   22     6               0.0715               0.0000               0.0000
   22     7              -0.1983               0.0000               0.0000
   22     8               0.0320               0.0000               0.0000
   22     9              -0.1262               0.0000               0.0000
   22    10               0.1837               0.0000               0.0000
   22    11              -0.0516               0.0000               0.0000
   22    12              -0.1084               0.0000               0.0000
   22    13              -0.0404               0.0000               0.0000
   22    14               0.1226               0.0000               0.0000
   22    15              -0.0642               0.0000               0.0000
   22    16               0.0719               0.0000               0.0000
   22    17              -0.0627               0.0000               0.0000
   22    18              -0.1278               0.0000               0.0000
   22    19               0.0113               0.0000               0.0000
   22    20               0.0002               0.0000               0.0000
   22    21               0.0848               0.0000               0.0000
   22    22               0.1239               0.0000               0.0000
   23   -23               0.0778               0.0000               0.0000
   23   -22              -0.0478               0.0000               0.0000
   23   -21              -0.1691               0.0000               0.0000
   23   -20              -0.0261               0.0000               0.0000
   23   -19               0.0817               0.0000               0.0000
   23   -18               0.0135               0.0000               0.0000
   23   -17               0.0530               0.0000               0.0000
   23   -16              -0.0118               0.0000               0.0000
   23   -15               0.0062               0.0000               0.0000
   23   -14               0.2501               0.0000               0.0000
   23   -13              -0.0813               0.0000               0.0000
   23   -12              -0.0619               0.0000               0.0000
   23   -11               0.1812               0.0000               0.0000
   23   -10              -0.0363               0.0000               0.0000
   23    -9              -0.0271               0.0000               0.0000
   23    -8              -0.1228               0.0000               0.0000
   23    -7              -0.0917               0.0000               0.0000
   23    -6               0.0341               0.0000               0.0000
   23    -5               0.0391               0.0000               0.0000
   23    -4              -0.1410               0.0000               0.0000
   23    -3               0.1718               0.0000               0.0000
   23    -2               0.0747               0.0000               0.0000
   23    -1               0.2830               0.0000               0.0000
   23     0               0.1473               0.0000               0.0000
   23     1               0.1516               0.0000               0.0000
   23     2              -0.2557               0.0000               0.0000
   23     3               0.1825               0.0000               0.0000
   23     4               0.0267               0.0000               0.0000
   23     5              -0.1599               0.0000               0.0000
   23     6               0.0061               0.0000               0.0000
   23     7              -0.0219               0.0000               0.0000
   23     8              -0.1788               0.0000               0.0000
   23     9              -0.2114               0.0000               0.0000
   23    10               0.1861               0.0000               0.0000
   23    11               0.1343               0.0000               0.0000
   23    12               0.1793               0.0000               0.0000
   23    13              -0.2460               0.0000               0.0000
   23    14              -0.0730               0.0000               0.0000
   23    15               0.0502               0.0000               0.0000
   23    16               0.1984               0.0000               0.0000
   23    17               0.0107               0.0000               0.0000
   23    18               0.0219               0.0000               0.0000
   23    19               0.0070               0.0000               0.0000
   23    20               0.2011               0.0000               0.0000
   23    21               0.1310               0.0000               0.0000
   23    22               0.0444               0.0000               0.0000
   23    23               0.0514               0.0000               0.0000
   24   -24               0.0065               0.0000               0.0000
   24   -23              -0.0101               0.0000               0.0000
   24   -22               0.0588               0.0000               0.0000
   24   -21               0.0531               0.0000               0.0000
   24   -20               0.0785               0.0000               0.0000
   24   -19               0.1158               0.0000               0.0000
   24   -18               0.0274               0.0000               0.0000
   24   -17               0.0644               0.0000               0.0000
   24   -16               0.1356               0.0000               0.0000
   24   -15              -0.0127               0.0000               0.0000
   24   -14              -0.0247               0.0000               0.0000
   24   -13               0.0437               0.0000               0.0000
   24   -12               0.0514               0.0000               0.0000
   24   -11               0.1900               0.0000               0.0000
   24   -10               0.1319               0.0000               0.0000
   24    -9              -0.2469               0.0000               0.0000
   24    -8               0.1940               0.0000               0.0000
   24    -7               0.1150               0.0000               0.0000
   24    -6               0.0938               0.0000               0.0000
   24    -5               0.0215               0.0000               0.0000
   24    -4              -0.0925               0.0000               0.0000
   24    -3               0.0409               0.0000               0.0000
   24    -2              -0.1348               0.0000               0.0000
   24    -1              -0.1102               0.0000               0.0000
   24     0               0.0126               0.0000               0.0000
   24     1               0.0091               0.0000               0.0000
   24     2               0.2174               0.0000               0.0000
   24     3              -0.0095               0.0000               0.0000
   24     4               0.0179               0.0000               0.0000
   24     5              -0.0651               0.0000               0.0000
   24     6               0.1930               0.0000               0.0000
   24     7               0.0422               0.0000               0.0000
   24     8               0.2798               0.0000               0.0000
   24     9              -0.0687               0.0000               0.0000
   24    10               0.0182               0.0000               0.0000
   24    11               0.2309               0.0000               0.0000
   24    12               0.1557               0.0000               0.0000
   24    13               0.0974               0.0000               0.0000
   24    14              -0.0605               0.0000               0.0000
   24    15              -0.0640               0.0000               0.0000
   24    16               0.1104               0.0000               0.0000
   24    17               0.0615               0.0000               0.0000
   24    18              -0.0514               0.0000               0.0000
   24    19               0.0221               0.0000               0.0000
   24    20              -0.1261               0.0000               0.0000
   24    21               0.0255               0.0000               0.0000
   24    22              -0.0143               0.0000               0.0000
   24    23               0.0314               0.0000               0.0000
   24    24              -0.0193               0.0000               0.0000
   25   -25               0.0046               0.0000               0.0000
   25   -24              -0.0332               0.0000               0.0000
   25   -23              -0.0644               0.0000               0.0000
   25   -22              -0.0044               0.0000               0.0000
   25   -21              -0.0833               0.0000               0.0000
   25   -20              -0.0910               0.0000               0.0000
   25   -19              -0.0470               0.0000               0.0000
   25   -18               0.0597               0.0000               0.0000
   25   -17               0.2509               0.0000               0.0000
   25   -16              -0.1239               0.0000               0.0000
   25   -15              -0.0945               0.0000               0.0000
   25   -14               0.0288               0.0000               0.0000
   25   -13               0.0726               0.0000               0.0000
   25   -12               0.2885               0.0000               0.0000
   25   -11               0.0698               0.0000               0.0000
   25   -10              -0.0820               0.0000               0.0000
   25    -9               0.2358               0.0000               0.0000
   25    -8               0.2100               0.0000               0.0000
   25    -7               0.2445               0.0000               0.0000
   25    -6              -0.0685               0.0000               0.0000
   25    -5              -0.0139               0.0000               0.0000
   25    -4               0.1884               0.0000               0.0000
   25    -3               0.2367               0.0000               0.0000
   25    -2              -0.3131               0.0000               0.0000
   25    -1               0.1963               0.0000               0.0000
   25     0               0.1919               0.0000               0.0000
   25     1               0.0783               0.0000               0.0000
   25     2               0.0079               0.0000               0.0000
